Destination ID,Attraction,Hotel Name,Location,Review (short),Rating (approx.),Price,Province
764,Harisiddhi,NO,NO,NO,NO,NO,3
764,Harisiddhi,NO,NO,NO,NO,NO,3
764,Harisiddhi,NO,NO,NO,NO,NO,3
765,Siddhipur,NO,NO,NO,NO,NO,3
765,Siddhipur,NO,NO,NO,NO,NO,3
765,Siddhipur,NO,NO,NO,NO,NO,3
766,Lubhu,NO,NO,NO,NO,NO,3
766,Lubhu,NO,NO,NO,NO,NO,3
766,Lubhu,NO,NO,NO,NO,NO,3
767,Dadhikot,NO,NO,NO,NO,NO,3
767,Dadhikot,NO,NO,NO,NO,NO,3
767,Dadhikot,NO,NO,NO,NO,NO,3
768,Gundu Chaur,NO,NO,NO,NO,NO,3
768,Gundu Chaur,NO,NO,NO,NO,NO,3
768,Gundu Chaur,NO,NO,NO,NO,NO,3
769,Ranikot,NO,NO,NO,NO,NO,3
769,Ranikot,NO,NO,NO,NO,NO,3
769,Ranikot,NO,NO,NO,NO,NO,3
770,Sirandada,NO,NO,NO,NO,NO,3
770,Sirandada,NO,NO,NO,NO,NO,3
770,Sirandada,NO,NO,NO,NO,NO,3
771,Ghyampe Danda,NO,NO,NO,NO,NO,3
771,Ghyampe Danda,NO,NO,NO,NO,NO,3
771,Ghyampe Danda,NO,NO,NO,NO,NO,3
772,Nangkhel,NO,NO,NO,NO,NO,3
772,Nangkhel,NO,NO,NO,NO,NO,3
772,Nangkhel,NO,NO,NO,NO,NO,3
773,Bhainsepati,Hotel Shivaya,Sanga 44800,Budget-friendly; simple rooms,4.1,Low (~$10–20),3
773,Bhainsepati,Green Hill Rest Camp,"suryabinayak Suryabinayak-10, 44806",Family-r,4,Medium (~$35–60),3
773,Bhainsepati,"Fortune Resort & Wellness Spa, Bhaktapur, Nepal - Member ITC hotels' group","Bhaktapur Nepal-10, Sanga 44800",Family-r,4,High (~$90+),3
774,Dhunkharka,NO,NO,NO,NO,NO,3
774,Dhunkharka,NO,NO,NO,NO,NO,3
774,Dhunkharka,NO,NO,NO,NO,NO,3
775,Tindhare Jharana,NO,NO,NO,NO,NO,3
775,Tindhare Jharana,NO,NO,NO,NO,NO,3
775,Tindhare Jharana,NO,NO,NO,NO,NO,3
776,Patlekhet,NO,NO,NO,NO,NO,3
776,Patlekhet,NO,NO,NO,NO,NO,3
776,Patlekhet,NO,NO,NO,NO,NO,3
777,TinPiple,NO,NO,NO,NO,NO,3
777,TinPiple,NO,NO,NO,NO,NO,3
777,TinPiple,NO,NO,NO,NO,NO,3
778,Dulalthok,NO,NO,NO,NO,NO,3
778,Dulalthok,NO,NO,NO,NO,NO,3
778,Dulalthok,NO,NO,NO,NO,NO,3
779,Panchkhal,NO,NO,NO,NO,NO,3
779,Panchkhal,NO,NO,NO,NO,NO,3
779,Panchkhal,NO,NO,NO,NO,NO,3
780,Jyamdi Mandan,NO,NO,NO,NO,NO,3
780,Jyamdi Mandan,NO,NO,NO,NO,NO,3
780,Jyamdi Mandan,NO,NO,NO,NO,NO,3
781,Phalante,NO,NO,NO,NO,NO,3
781,Phalante,NO,NO,NO,NO,NO,3
781,Phalante,NO,NO,NO,NO,NO,3
782,Panichaur,NO,NO,NO,NO,NO,3
782,Panichaur,NO,NO,NO,NO,NO,3
782,Panichaur,NO,NO,NO,NO,NO,3
783,Bethan,NO,NO,NO,NO,NO,3
783,Bethan,NO,NO,NO,NO,NO,3
783,Bethan,NO,NO,NO,NO,NO,3
784,Madan Kundari,NO,NO,NO,NO,NO,3
784,Madan Kundari,NO,NO,NO,NO,NO,3
784,Madan Kundari,NO,NO,NO,NO,NO,3
785,Gunsi Bhadaure,NO,NO,NO,NO,NO,3
785,Gunsi Bhadaure,NO,NO,NO,NO,NO,3
785,Gunsi Bhadaure,NO,NO,NO,NO,NO,3
786,Tokarpur,NO,NO,NO,NO,NO,3
786,Tokarpur,NO,NO,NO,NO,NO,3
786,Tokarpur,NO,NO,NO,NO,NO,3
787,Katakuti,NO,NO,NO,NO,NO,3
787,Katakuti,NO,NO,NO,NO,NO,3
787,Katakuti,NO,NO,NO,NO,NO,3
788,Bhusapheda,NO,NO,NO,NO,NO,3
788,Bhusapheda,NO,NO,NO,NO,NO,3
788,Bhusapheda,NO,NO,NO,NO,NO,3
789,Marming,NO,NO,NO,NO,NO,3
789,Marming,NO,NO,NO,NO,NO,3
789,Marming,NO,NO,NO,NO,NO,3
790,Tauthali,NO,NO,NO,NO,NO,3
790,Tauthali,NO,NO,NO,NO,NO,3
790,Tauthali,NO,NO,NO,NO,NO,3
791,Piskar,NO,NO,NO,NO,NO,3
791,Piskar,NO,NO,NO,NO,NO,3
791,Piskar,NO,NO,NO,NO,NO,3
792,Kharidhunga,NO,NO,NO,NO,NO,3
792,Kharidhunga,NO,NO,NO,NO,NO,3
792,Kharidhunga,NO,NO,NO,NO,NO,3
793,Nalang,NO,NO,NO,NO,NO,3
793,Nalang,NO,NO,NO,NO,NO,3
793,Nalang,NO,NO,NO,NO,NO,3
794,Bungchung,NO,NO,NO,NO,NO,3
794,Bungchung,NO,NO,NO,NO,NO,3
794,Bungchung,NO,NO,NO,NO,NO,3
795,Dovantar,NO,NO,NO,NO,NO,3
795,Dovantar,NO,NO,NO,NO,NO,3
795,Dovantar,NO,NO,NO,NO,NO,3
796,Sasaha,NO,NO,NO,NO,NO,3
796,Sasaha,NO,NO,NO,NO,NO,3
796,Sasaha,NO,NO,NO,NO,NO,3
797,Murali Bhanjyang,NO,NO,NO,NO,NO,3
797,Murali Bhanjyang,NO,NO,NO,NO,NO,3
797,Murali Bhanjyang,NO,NO,NO,NO,NO,3
798,Aansi Khola Motorable Bridge,NO,NO,NO,NO,NO,3
798,Aansi Khola Motorable Bridge,NO,NO,NO,NO,NO,3
798,Aansi Khola Motorable Bridge,NO,NO,NO,NO,NO,3
799,Sunkhani,NO,NO,NO,NO,NO,3
799,Sunkhani,NO,NO,NO,NO,NO,3
799,Sunkhani,NO,NO,NO,NO,NO,3
800,Golabhanjyang,NO,NO,NO,NO,NO,3
800,Golabhanjyang,NO,NO,NO,NO,NO,3
800,Golabhanjyang,NO,NO,NO,NO,NO,3
801,Jyamrung,NO,NO,NO,NO,NO,3
801,Jyamrung,NO,NO,NO,NO,NO,3
801,Jyamrung,NO,NO,NO,NO,NO,3
802,Katunge,NO,NO,NO,NO,NO,3
802,Katunge,NO,NO,NO,NO,NO,3
802,Katunge,NO,NO,NO,NO,NO,3
803,Phulkharka,NO,NO,NO,NO,NO,3
803,Phulkharka,NO,NO,NO,NO,NO,3
803,Phulkharka,NO,NO,NO,NO,NO,3
804,Budhathum,NO,NO,NO,NO,NO,3
804,Budhathum,NO,NO,NO,NO,NO,3
804,Budhathum,NO,NO,NO,NO,NO,3
805,Mulpani,NO,NO,NO,NO,NO,3
805,Mulpani,NO,NO,NO,NO,NO,3
805,Mulpani,NO,NO,NO,NO,NO,3
806,Sangkosh,NO,NO,NO,NO,NO,3
806,Sangkosh,NO,NO,NO,NO,NO,3
806,Sangkosh,NO,NO,NO,NO,NO,3
807,Sertung,NO,NO,NO,NO,NO,3
807,Sertung,NO,NO,NO,NO,NO,3
807,Sertung,NO,NO,NO,NO,NO,3
808,Babil Waterfall,NO,NO,NO,NO,NO,3
808,Babil Waterfall,NO,NO,NO,NO,NO,3
808,Babil Waterfall,NO,NO,NO,NO,NO,3
809,Borang,NO,NO,NO,NO,NO,3
809,Borang,NO,NO,NO,NO,NO,3
809,Borang,NO,NO,NO,NO,NO,3
810,Kalo Daha Mhane,NO,NO,NO,NO,NO,3
810,Kalo Daha Mhane,NO,NO,NO,NO,NO,3
810,Kalo Daha Mhane,NO,NO,NO,NO,NO,3
811,Pusu Wala Kharka,NO,NO,NO,NO,NO,3
811,Pusu Wala Kharka,NO,NO,NO,NO,NO,3
811,Pusu Wala Kharka,NO,NO,NO,NO,NO,3
812,Pabil,NO,NO,NO,NO,NO,3
812,Pabil,NO,NO,NO,NO,NO,3
812,Pabil,NO,NO,NO,NO,NO,3
813,Dhunche,NO,NO,NO,NO,NO,3
813,Dhunche,NO,NO,NO,NO,NO,3
813,Dhunche,NO,NO,NO,NO,NO,3
814,Chandanbari,NO,NO,NO,NO,NO,3
814,Chandanbari,NO,NO,NO,NO,NO,3
814,Chandanbari,NO,NO,NO,NO,NO,3
815,Lauri Binayak,NO,NO,NO,NO,NO,3
815,Lauri Binayak,NO,NO,NO,NO,NO,3
815,Lauri Binayak,NO,NO,NO,NO,NO,3
816,Gaunkharka,NO,NO,NO,NO,NO,3
816,Gaunkharka,NO,NO,NO,NO,NO,3
816,Gaunkharka,NO,NO,NO,NO,NO,3
817,Sursing Waterfall,NO,NO,NO,NO,NO,3
817,Sursing Waterfall,NO,NO,NO,NO,NO,3
817,Sursing Waterfall,NO,NO,NO,NO,NO,3
818,MaginGoth,NO,NO,NO,NO,NO,3
818,MaginGoth,NO,NO,NO,NO,NO,3
818,MaginGoth,NO,NO,NO,NO,NO,3
819,Thakani,NO,NO,NO,NO,NO,3
819,Thakani,NO,NO,NO,NO,NO,3
819,Thakani,NO,NO,NO,NO,NO,3
820,Talramarang,NO,NO,NO,NO,NO,3
820,Talramarang,NO,NO,NO,NO,NO,3
820,Talramarang,NO,NO,NO,NO,NO,3
821,Dubachaur,NO,NO,NO,NO,NO,3
821,Dubachaur,NO,NO,NO,NO,NO,3
821,Dubachaur,NO,NO,NO,NO,NO,3
822,Tipeni,NO,NO,NO,NO,NO,3
822,Tipeni,NO,NO,NO,NO,NO,3
822,Tipeni,NO,NO,NO,NO,NO,3
823,Sikharpur,NO,NO,NO,NO,NO,3
823,Sikharpur,NO,NO,NO,NO,NO,3
823,Sikharpur,NO,NO,NO,NO,NO,3
824,Dolalghat,NO,NO,NO,NO,NO,3
824,Dolalghat,NO,NO,NO,NO,NO,3
824,Dolalghat,NO,NO,NO,NO,NO,3
825,Phalate Bhumlu,NO,NO,NO,NO,NO,3
825,Phalate Bhumlu,NO,NO,NO,NO,NO,3
825,Phalate Bhumlu,NO,NO,NO,NO,NO,3
826,Chaubas,NO,NO,NO,NO,NO,3
826,Chaubas,NO,NO,NO,NO,NO,3
826,Chaubas,NO,NO,NO,NO,NO,3
827,Sanowangthali,NO,NO,NO,NO,NO,3
827,Sanowangthali,NO,NO,NO,NO,NO,3
827,Sanowangthali,NO,NO,NO,NO,NO,3
828,Bangthali,NO,NO,NO,NO,NO,3
828,Bangthali,NO,NO,NO,NO,NO,3
828,Bangthali,NO,NO,NO,NO,NO,3
829,Dhumthang,NO,NO,NO,NO,NO,3
829,Dhumthang,NO,NO,NO,NO,NO,3
829,Dhumthang,NO,NO,NO,NO,NO,3
830,Nitya Chandeshwor,NO,NO,NO,NO,NO,3
830,Nitya Chandeshwor,NO,NO,NO,NO,NO,3
830,Nitya Chandeshwor,NO,NO,NO,NO,NO,3
831,Mahendrajyoti,NO,NO,NO,NO,NO,3
831,Mahendrajyoti,NO,NO,NO,NO,NO,3
831,Mahendrajyoti,NO,NO,NO,NO,NO,3
832,Gairi Gaun,NO,NO,NO,NO,NO,3
832,Gairi Gaun,NO,NO,NO,NO,NO,3
832,Gairi Gaun,NO,NO,NO,NO,NO,3
833,Kursi Dada,NO,NO,NO,NO,NO,3
833,Kursi Dada,NO,NO,NO,NO,NO,3
833,Kursi Dada,NO,NO,NO,NO,NO,3
834,Batase Dada,NO,NO,NO,NO,NO,3
834,Batase Dada,NO,NO,NO,NO,NO,3
834,Batase Dada,NO,NO,NO,NO,NO,3
835,Rolling Batase Hills,NO,NO,NO,NO,NO,3
835,Rolling Batase Hills,NO,NO,NO,NO,NO,3
835,Rolling Batase Hills,NO,NO,NO,NO,NO,3
836,Judlee,NO,NO,NO,NO,NO,3
836,Judlee,NO,NO,NO,NO,NO,3
836,Judlee,NO,NO,NO,NO,NO,3
837,Satdobato,Sarovar Residency,"Machhindra Park, Ekantakuna Rd, Lalitpur 44700",Budget-friendly; simple rooms,3.9,High (~$90+),3
837,Satdobato,Kaji Chhen Homestay,"J8P9+3GF LMC 26, Satdobato-Tikabhairab Rd, Lalitpur 44700",Family-run; cozy stay,3.8,Low (~$10–20),3
837,Satdobato,Kaji Home,"ward no.17, Next to Beauty Within a beauty parlour, 100m from Nepal olympic committee, Bodhigram Rd, Lalitpur 44700",Premium riverside resort with modern amenities,4,Medium (~$35–60),3
838,Fulchoki Mandir (Basnet Gau),NO,NO,NO,NO,NO,3
838,Fulchoki Mandir (Basnet Gau),NO,NO,NO,NO,NO,3
838,Fulchoki Mandir (Basnet Gau),NO,NO,NO,NO,NO,3
839,Sansari Devi Temple,NO,NO,NO,NO,NO,3
839,Sansari Devi Temple,NO,NO,NO,NO,NO,3
839,Sansari Devi Temple,NO,NO,NO,NO,NO,3
840,Dhaneshwor,NO,NO,NO,NO,NO,3
840,Dhaneshwor,NO,NO,NO,NO,NO,3
840,Dhaneshwor,NO,NO,NO,NO,NO,3
841,Nagai Dhunga,NO,NO,NO,NO,NO,3
841,Nagai Dhunga,NO,NO,NO,NO,NO,3
841,Nagai Dhunga,NO,NO,NO,NO,NO,3
842,Dhaneshwor Mahadev Temple,NO,NO,NO,NO,NO,3
842,Dhaneshwor Mahadev Temple,NO,NO,NO,NO,NO,3
842,Dhaneshwor Mahadev Temple,NO,NO,NO,NO,NO,3
843,Bogati Gaun,NO,NO,NO,NO,NO,3
843,Bogati Gaun,NO,NO,NO,NO,NO,3
843,Bogati Gaun,NO,NO,NO,NO,NO,3
844,Shreekhandpur,NO,NO,NO,NO,NO,3
844,Shreekhandpur,NO,NO,NO,NO,NO,3
844,Shreekhandpur,NO,NO,NO,NO,NO,3
845,Devisthan (Laa Than Pata),NO,NO,NO,NO,NO,3
845,Devisthan (Laa Than Pata),NO,NO,NO,NO,NO,3
845,Devisthan (Laa Than Pata),NO,NO,NO,NO,NO,3
846,Shrikhandapur Bindhabasini Temple,NO,NO,NO,NO,NO,3
846,Shrikhandapur Bindhabasini Temple,NO,NO,NO,NO,NO,3
846,Shrikhandapur Bindhabasini Temple,NO,NO,NO,NO,NO,3
847,Salle Panuati,NO,NO,NO,NO,NO,3
847,Salle Panuati,NO,NO,NO,NO,NO,3
847,Salle Panuati,NO,NO,NO,NO,NO,3
848,Talu Dadha,NO,NO,NO,NO,NO,3
848,Talu Dadha,NO,NO,NO,NO,NO,3
848,Talu Dadha,NO,NO,NO,NO,NO,3
849,Chature Village,NO,NO,NO,NO,NO,3
849,Chature Village,NO,NO,NO,NO,NO,3
849,Chature Village,NO,NO,NO,NO,NO,3
850,Lukeko Dada,NO,NO,NO,NO,NO,3
850,Lukeko Dada,NO,NO,NO,NO,NO,3
850,Lukeko Dada,NO,NO,NO,NO,NO,3
851,Ashapuri Mahadev,NO,NO,NO,NO,NO,3
851,Ashapuri Mahadev,NO,NO,NO,NO,NO,3
851,Ashapuri Mahadev,NO,NO,NO,NO,NO,3
852,Dhad Gaun,NO,NO,NO,NO,NO,3
852,Dhad Gaun,NO,NO,NO,NO,NO,3
852,Dhad Gaun,NO,NO,NO,NO,NO,3
853,Seti Devi,NO,NO,NO,NO,NO,3
853,Seti Devi,NO,NO,NO,NO,NO,3
853,Seti Devi,NO,NO,NO,NO,NO,3
854,Kotthumka,NO,NO,NO,NO,NO,3
854,Kotthumka,NO,NO,NO,NO,NO,3
854,Kotthumka,NO,NO,NO,NO,NO,3
855,Raut Gaun,NO,NO,NO,NO,NO,3
855,Raut Gaun,NO,NO,NO,NO,NO,3
855,Raut Gaun,NO,NO,NO,NO,NO,3
856,Chittapol,NO,NO,NO,NO,NO,3
856,Chittapol,NO,NO,NO,NO,NO,3
856,Chittapol,NO,NO,NO,NO,NO,3
857,Soche,NO,NO,NO,NO,NO,3
857,Soche,NO,NO,NO,NO,NO,3
857,Soche,NO,NO,NO,NO,NO,3
858,Kakhbari,NO,NO,NO,NO,NO,3
858,Kakhbari,NO,NO,NO,NO,NO,3
858,Kakhbari,NO,NO,NO,NO,NO,3
859,Bairikhel,NO,NO,NO,NO,NO,3
859,Bairikhel,NO,NO,NO,NO,NO,3
859,Bairikhel,NO,NO,NO,NO,NO,3
860,Ghyampe Danda Mountain Bike Trails,NO,NO,NO,NO,NO,3
860,Ghyampe Danda Mountain Bike Trails,NO,NO,NO,NO,NO,3
860,Ghyampe Danda Mountain Bike Trails,NO,NO,NO,NO,NO,3
861,Pilot Baba Ashram,NO,NO,NO,NO,NO,3
861,Pilot Baba Ashram,NO,NO,NO,NO,NO,3
861,Pilot Baba Ashram,NO,NO,NO,NO,NO,3
862,Field of Green,NO,NO,NO,NO,NO,3
862,Field of Green,NO,NO,NO,NO,NO,3
862,Field of Green,NO,NO,NO,NO,NO,3
863,Tarakeshwor Mahadev Temple,NO,NO,NO,NO,NO,3
863,Tarakeshwor Mahadev Temple,NO,NO,NO,NO,NO,3
863,Tarakeshwor Mahadev Temple,NO,NO,NO,NO,NO,3
864,Samakhusi,Sampada Garden Hotel Pvt. Ltd,"3 Apsara Marga, Kathmandu 44600",Budget-friendly; simple rooms,4.2,High (~$90+),3
864,Samakhusi,Hotel Tranquil,"Hanuman Chowk Marg, Kathmandu 44600",Family-run; cozy homestay,3.9,Low (~$10–20),3
864,Samakhusi,Lazimpat Boutique Hotel,Kathmandu 44600,Luxury countryside retreat with scenic views & organic meals,4,Medium (~$35–60),3
865,Boharatar,NO,NO,NO,NO,NO,3
865,Boharatar,NO,NO,NO,NO,NO,3
865,Boharatar,NO,NO,NO,NO,NO,3
866,Jamacho Gumba,NO,NO,NO,NO,NO,3
866,Jamacho Gumba,NO,NO,NO,NO,NO,3
866,Jamacho Gumba,NO,NO,NO,NO,NO,3
867,Ichangunarayan,NO,NO,NO,NO,NO,3
867,Ichangunarayan,NO,NO,NO,NO,NO,3
867,Ichangunarayan,NO,NO,NO,NO,NO,3
868,Mudkhu,NO,NO,NO,NO,NO,3
868,Mudkhu,NO,NO,NO,NO,NO,3
868,Mudkhu,NO,NO,NO,NO,NO,3
869,Bhubaneshwori Temple,NO,NO,NO,NO,NO,3
869,Bhubaneshwori Temple,NO,NO,NO,NO,NO,3
869,Bhubaneshwori Temple,NO,NO,NO,NO,NO,3
870,Okharpauwa,NO,NO,NO,NO,NO,3
870,Okharpauwa,NO,NO,NO,NO,NO,3
870,Okharpauwa,NO,NO,NO,NO,NO,3
871,Kakani,NO,NO,NO,NO,NO,3
871,Kakani,NO,NO,NO,NO,NO,3
871,Kakani,NO,NO,NO,NO,NO,3
872,Lauke Waterfall,NO,NO,NO,NO,NO,3
872,Lauke Waterfall,NO,NO,NO,NO,NO,3
872,Lauke Waterfall,NO,NO,NO,NO,NO,3
873,Nuwakot,The Famous Farm Nuwakot (Rural Heritage Accommodations),"Nuwakot,, Trisuli 44900",Budget-friendly; simple rooms,4,High (~$90+),3
873,Nuwakot,Nuwakot Hills Farmstay,"Keurini, Bidur 44900",Family-run; cozy stay,4,Low (~$10–20),3
873,Nuwakot,"HOTEL ROYAL Inn, Nuwakot.","Near Clock Tower, Bus park Road, Bidur 44900",Premium riverside resort with modern amenities,4.2,Medium (~$35–60),3
874,Bidur,NO,NO,NO,NO,NO,3
874,Bidur,NO,NO,NO,NO,NO,3
874,Bidur,NO,NO,NO,NO,NO,3
875,Duipipal,NO,NO,NO,NO,NO,3
875,Duipipal,NO,NO,NO,NO,NO,3
875,Duipipal,NO,NO,NO,NO,NO,3
876,Chepang Gaun,NO,NO,NO,NO,NO,3
876,Chepang Gaun,NO,NO,NO,NO,NO,3
876,Chepang Gaun,NO,NO,NO,NO,NO,3
877,Baglung Bazaar,NO,NO,NO,NO,NO,3
877,Baglung Bazaar,NO,NO,NO,NO,NO,3
877,Baglung Bazaar,NO,NO,NO,NO,NO,3
878,Panchakot,NO,NO,NO,NO,NO,3
878,Panchakot,NO,NO,NO,NO,NO,3
878,Panchakot,NO,NO,NO,NO,NO,3
879,Bihun,NO,NO,NO,NO,NO,3
879,Bihun,NO,NO,NO,NO,NO,3
879,Bihun,NO,NO,NO,NO,NO,3
880,Nishi,NO,NO,NO,NO,NO,3
880,Nishi,NO,NO,NO,NO,NO,3
880,Nishi,NO,NO,NO,NO,NO,3
881,Bhakunde,NO,NO,NO,NO,NO,3
881,Bhakunde,NO,NO,NO,NO,NO,3
881,Bhakunde,NO,NO,NO,NO,NO,3
882,Arthar Dandakharka,NO,NO,NO,NO,NO,3
882,Arthar Dandakharka,NO,NO,NO,NO,NO,3
882,Arthar Dandakharka,NO,NO,NO,NO,NO,3
883,Lekhphant,NO,NO,NO,NO,NO,3
883,Lekhphant,NO,NO,NO,NO,NO,3
883,Lekhphant,NO,NO,NO,NO,NO,3
884,Kusma,NO,NO,NO,NO,NO,3
884,Kusma,NO,NO,NO,NO,NO,3
884,Kusma,NO,NO,NO,NO,NO,3
885,Pokhara,Hotel Grand Holiday,"Peaceful Road, Pragati Marga, Pokhara 33700",Budget-friendly; simple rooms,4.1,High (~$90+),4
885,Pokhara,Hotel Orchid,"Street no 7, Pokhara 33700",Comfortable mid-range hotel with lake views,4.1,Low (~$10–20),4
885,Pokhara,Hotel Young's Stupa,"539Q+54F, Lekhnath 33700",Premium resort with modern amenities & lake view,4,Medium (~$35–60),4
886,Sarangkot,Hotel Sarangkot,Pokhara 33700,Budget-friendly; simple rooms,3.9,High (~$90+),4
886,Sarangkot,Hotel High Ground Inn Sarangkot,"साराङकोट रोड, Pokhara 33700",Family-run; cozy homestay,4,Low (~$10–20),4
886,Sarangkot,Waterfront Resort by KGH Group,"Lakeside Rd, Pokhara 33700",Luxury resort with panoramic mountain views,3.8,Medium (~$35–60),4
887,Ghandruk,Dovan Guesthouse & Restaurant,"FV99+WVM, Ghandruk 33700",Budget-friendly; simple rooms,4.1,High (~$90+),4
887,Ghandruk,The Himalayan Hotel,Ghandruk 33700,Family-run; authentic meals,4.1,Low (~$10–20),4
887,Ghandruk,Hotel View Point Deurali & Restaurant,"Deurali, Annapurna Base Camp, Ghandruk 33700",Premium lodge with Annapurna views,4.2,Medium (~$35–60),4
888,Dhampus,Mountain Lodges of Nepal,"Machhapuchhre Tourist Rd, Dhampus 33700",Budget-friendly; simple rooms,4,High (~$90+),4
888,Dhampus,Dhaulagiri View Hotel Pvt. Ltd.,"8R2W+C6M, Dhampus 33700",Family-run; cozy homestay,4,Low (~$10–20),4
888,Dhampus,Yarsa Villa Resort,"Deurali, Dhampus 33700",Luxury resort with mountain panorama,3.9,Medium (~$35–60),4
889,Lwang Ghalel,Koleli Flying Pvt. Ltd.,"Machhapuchhre Rural Municipality-8 Koleli, Lwang Ghalel 33700",Budget-friendly; simple rooms,4.1,High (~$90+),4
889,Lwang Ghalel,Hotel Rest Camp and Restaurant,"Mardi Himal trek, Lwang Ghalel 33700",Family-run; authentic local meals,4.1,Low (~$10–20),4
889,Lwang Ghalel,Hotel Mountain Gallery,"Mardi Himal, Low Camp, 33700",Premium lodge with scenic views & amenities,3.9,Medium (~$35–60),4
890,Ghale Gaun,Puja Homestay,"78G5+VH8, Ghale Gaun 33600",Budget-friendly; simple rooms,4,High (~$90+),4
890,Ghale Gaun,Family Home Stay 11,"78G5+QPQ, Ghale Gaun 33600",Family-run; cozy homestay,4.2,Low (~$10–20),4
890,Ghale Gaun,Hotel Ghale Gaun Cottage,"78H6+33Q, Ghale Gaun 33600",Luxury lodge with panoramic mountain views,4,Medium (~$35–60),4
891,Bhujung,Bhujung homestay no-7,"8757+XPQ, Bhujung 33600",Budget-friendly; simple rooms,4.1,High (~$90+),4
891,Bhujung,NO,NO,NO,NO,NO,4
891,Bhujung,NO,NO,NO,NO,NO,4
892,Rainaskot,NO,NO,NO,NO,NO,4
892,Rainaskot,NO,NO,NO,NO,NO,4
892,Rainaskot,NO,NO,NO,NO,NO,4
893,Lamjung Himal Viewpoint,NO,NO,NO,NO,NO,4
893,Lamjung Himal Viewpoint,NO,NO,NO,NO,NO,4
893,Lamjung Himal Viewpoint,NO,NO,NO,NO,NO,4
894,Gorkha Bazaar,Hotel Yatri Gorkha,"Sami Dadha, Gorkha 34000",Budget-friendly; simple rooms,4.1,High (~$90+),4
894,Gorkha Bazaar,Hotel Gorkha Palace,"Haramtari, Gorkha, 34000",Family-run; cozy homestay,4,Low (~$10–20),4
894,Gorkha Bazaar,Hotel Gorkha Bisauni,"XJWG+W8J, Abukhaireni-Gorkha Hwy, Gorkha 34000",Luxury resort with mountain views,3.7,Medium (~$35–60),4
895,Manakamana,HOTEL GLOBAL INN,Manakamana 44206,Budget-friendly; simple rooms,4.1,High (~$90+),4
895,Manakamana,Soaltee Westend Manakamana,"WH3Q+99W, Manakamana",Family-run; authentic meals,3.8,Low (~$10–20),4
895,Manakamana,Hotel Green Hill,Manakamana,Luxury lodge with scenic views,4,Medium (~$35–60),4
896,Barpak,NO,NO,NO,NO,NO,4
896,Barpak,NO,NO,NO,NO,NO,4
896,Barpak,NO,NO,NO,NO,NO,4
897,Laprak,NO,NO,NO,NO,NO,4
897,Laprak,NO,NO,NO,NO,NO,4
897,Laprak,NO,NO,NO,NO,NO,4
898,Manang Bazaar,NO,NO,NO,NO,NO,4
898,Manang Bazaar,NO,NO,NO,NO,NO,4
898,Manang Bazaar,NO,NO,NO,NO,NO,4
899,Braga,Solukhumbu Lodge & Restaurant,"M322+7JW, Manang Sadak, Bhraka 33500",Budget-friendly; simple rooms,4.2,High (~$90+),4
899,Braga,Munji Lodge & Bakery,"M323+328, Manang Sadak, Bhraka 33500",Family-run; authentic meals,4.2,Low (~$10–20),4
899,Braga,Karma lodge and rooftop restaurant,"Manang Sadak, Bhraka 33500",Luxury lodge with scenic mountain views,4.1,Medium (~$35–60),4
900,Khangsar,Nirvana Hotel and Restaurant,"Karche, Tanki Manang 33500",Budget-friendly; simple rooms,4,High (~$90+),4
900,Khangsar,Chullu West Hotel,"MXMX+PHC, Annapurna Parikrama Padmarga, Tanki Manang 33500",Family-run; cozy homestay,4.2,Low (~$10–20),4
900,Khangsar,Snowleopard Haven,"MXMX+RG2 Gunsang, Tanki Manang 33500",Luxury lodge with mountain panorama,4.1,Medium (~$35–60),4
901,Jomsom,Xanadu Homes,Jomsom 33100,Budget-friendly; simple rooms,4,High (~$90+),4
901,Jomsom,New Neeru Guest House,"QPJF+Q5P, Jomsom 33100",Comfortable mid-range lodge,4,Low (~$10–20),4
901,Jomsom,Hotel Nilgiri View & Restaurant,"QPCG+RQ, Jomsom 33100",Premium resort with modern amenities,4.1,Medium (~$35–60),4
902,Lo Manthang,Cave City Inn,"Lomanthang Rural Municipality 02, Chhoser",Budget-friendly; simple rooms,3.9,High (~$90+),4
902,Lo Manthang,Lomanthang chhoser arka,"6X9F+5VW, Chhoser 33100",Family-run; cozy homestay,4.2,Low (~$10–20),4
902,Lo Manthang,Shelker Guest House,"6XHH+F3, Chhoser 33100",Luxury lodge with cultural & mountain views,3.9,Medium (~$35–60),4
903,Muktinath,Himali Hotel-Heritage House,"RR8X+PWV, Jharkot 33100",Budget-friendly; simple rooms,4,High (~$90+),4
903,Muktinath,New Hotel Plaza and Restauraunt,"RR9X+9MG, Jharkot 33100",Family-run; authentic meals,4,Low (~$10–20),4
903,Muktinath,Hotel Royal Simkhang,"RR9X+FJJ, Jharkot 33100",Luxury lodge with panoramic Himalayan views,4.1,Medium (~$35–60),4
904,Kagbeni,Guesthouse in Sangda,"WM3G+FG, Kagbeni 33100",Budget-friendly; simple rooms,3.7,High (~$90+),4
904,Kagbeni,Show Boat Hotel,"33103,, Kagbeni 33103",Family-run; cozy homestay,4.2,Low (~$10–20),4
904,Kagbeni,Hotel Mustang Gateway & Yac Donald's Restaurant,Kagbeni 33100,Luxury lodge with scenic mountain & cultural views,4,Medium (~$35–60),4
