Destination ID,Destination ,District,Best Season,Tags,Main Category,Activities,Difficulty Level,Accessibility,Latitude,Longitude,Province
747,Gathi,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.3300° N,86.0500° E,3
748,Marming,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.3200° N,86.0450° E,3
749,Dhuskun,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.3150° N,86.0420° E,3
750,Chaukati,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.3100° N,86.0380° E,3
751,Ghorthali,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.3050° N,86.0350° E,3
752,Bigu,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.3000° N,86.0300° E,3
753,Deudhunga Dada,Ramechhap,Oct–Dec,Scenic,Natural Attractions,Hiking,Moderate,Trail,27.2950° N,86.0250° E,3
754,Seti Mata,Ramechhap,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Moderate,Trail,27.2900° N,86.0200° E,3
755,Kalinchowk Bhagawati Temple,Dolakha,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Moderate,Road,27.7290° N,86.1086° E,3
756,Gairabari,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.2850° N,86.0150° E,3
757,Betechhap,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.2800° N,86.0100° E,3
758,Lisankhu,Sindhupalchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.8430° N,85.7560° E,3
759,Attarpur,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.2750° N,86.0050° E,3
760,Baghkhor,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.2700° N,86.0000° E,3
761,Aahaldanda,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.2650° N,85.9950° E,3
762,Jiri,Dolakha,Oct–Dec,Urban,Urban & Modern Attractions,Sightseeing,Easy,Road,27.4050° N,86.1150° E,3
763,Chuchure,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.2600° N,85.9900° E,3
764,Harisiddhi,Lalitpur,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.6600° N,85.3500° E,3
765,Siddhipur,Lalitpur,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.6580° N,85.3470° E,3
766,Lubhu,Lalitpur,Oct–Dec,Cultural,Cultural & Religious Sites,Sightseeing,Easy,Road,27.6570° N,85.3460° E,3
767,Dadhikot,Bhaktapur,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.6710° N,85.4210° E,3
768,Gundu Chaur,Kathmandu,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6550° N,85.3600° E,3
769,Ranikot,Kathmandu,Oct–Dec,Scenic,Natural Attractions,Hiking,Moderate,Trail,27.6520° N,85.3580° E,3
770,Sirandada,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Trail,27.2550° N,85.9850° E,3
771,Ghyampe Danda,Ramechhap,Oct–Dec,Scenic,Natural Attractions,Hiking,Moderate,Trail,27.2500° N,85.9800° E,3
772,Nangkhel,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Trail,27.2450° N,85.9750° E,3
773,Bhainsepati,Lalitpur,Oct–Dec,Urban,Urban & Modern Attractions,Sightseeing,Easy,Road,27.6580° N,85.3400° E,3
774,Dhunkharka,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Trail,27.2400° N,85.9700° E,3
775,Tindhare Jharana,Ramechhap,Oct–Dec,Waterfall,Natural Attractions,Trekking,Moderate,Trail,27.2350° N,85.9650° E,3
776,Patlekhet,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Trail,27.2300° N,85.9600° E,3
777,TinPiple,Kavrepalanchok,Oct–Dec,"Rural, Scenic",Natural Attractions,Hiking,Moderate,Road,27.6050° N,85.5260° E,3
778,Dulalthok,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6000° N,85.5200° E,3
779,Panchkhal,Kavrepalanchok,Oct–Dec,"Urban, Scenic",Natural Attractions,Sightseeing,Easy,Road,27.6170° N,85.5300° E,3
780,Jyamdi Mandan,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6120° N,85.5280° E,3
781,Phalante,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6150° N,85.5320° E,3
782,Panichaur,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6180° N,85.5340° E,3
783,Bethan,Dhading,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.9500° N,84.9750° E,3
784,Madan Kundari,Kavrepalanchok,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Moderate,Road,27.6200° N,85.5350° E,3
785,Gunsi Bhadaure,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6220° N,85.5360° E,3
786,Tokarpur,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6250° N,85.5380° E,3
787,Katakuti,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.3500° N,86.0500° E,3
788,Bhusapheda,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6280° N,85.5400° E,3
789,Marming,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.3200° N,86.0450° E,3
790,Tauthali,Sindhupalchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.8250° N,85.6500° E,3
791,Piskar,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.3150° N,86.0400° E,3
792,Kharidhunga,Dolakha,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.7000° N,86.1600° E,3
793,Nalang,Dhading,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.9700° N,84.9700° E,3
794,Bungchung,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.3100° N,86.0350° E,3
795,Dovantar,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.3050° N,86.0300° E,3
796,Sasaha,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.3000° N,86.0250° E,3
797,Murali Bhanjyang,Kavrepalanchok,Oct–Dec,Scenic,Natural Attractions,Hiking,Moderate,Road,27.6300° N,85.5450° E,3
798,Aansi Khola Motorable Bridge,Kavrepalanchok,Oct–Dec,Infrastructure,Village & Rural Tourism,Sightseeing,Easy,Road,27.6320° N,85.5480° E,3
799,Sunkhani,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6350° N,85.5500° E,3
800,Golabhanjyang,Kavrepalanchok,Oct–Dec,Scenic,Natural Attractions,Hiking,Moderate,Road,27.6380° N,85.5520° E,3
801,Jyamrung,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6400° N,85.5550° E,3
802,Katunge,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6430° N,85.5570° E,3
803,Phulkharka,Kavrepalanchok,Oct–Dec,Scenic,Natural Attractions,Hiking,Moderate,Road,27.6460° N,85.5600° E,3
804,Budhathum,Dhading,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.9500° N,84.9800° E,3
805,Mulpani,Kathmandu,Oct–Dec,Urban,Urban & Modern Attractions,Sightseeing,Easy,Road,27.7200° N,85.3600° E,3
806,Sangkosh,Dhading,Oct–Dec,Waterbody,Village & Rural Tourism,Trekking,Moderate,Trail,27.9600° N,84.9850° E,3
807,Sertung,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.3000° N,86.0200° E,3
808,Babil Waterfall,Ramechhap,Oct–Dec,Waterfall,Natural Attractions,Trekking,Moderate,Trail,27.2980° N,86.0180° E,3
809,Borang,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.2950° N,86.0150° E,3
810,Kalo Daha Mhane,Ramechhap,Oct–Dec,"Scenic, Waterbody",Natural Attractions,Trekking,Moderate,Trail,27.2920° N,86.0120° E,3
811,Pusu Wala Kharka,Ramechhap,Oct–Dec,"Pasture, Scenic",Natural Attractions,Trekking,Moderate,Trail,27.2900° N,86.0100° E,3
812,Pabil,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.2880° N,86.0080° E,3
813,Dhunche,Rasuwa,Oct–Dec,"Urban, Scenic",Natural Attractions,Sightseeing,Easy,Road,28.1550° N,85.3980° E,3
814,Chandanbari,Dolakha,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.7100° N,86.1200° E,3
815,Lauri Binayak,Ramechhap,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Moderate,Road,27.2850° N,86.0050° E,3
816,Gaunkharka,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.2820° N,86.0030° E,3
817,Sursing Waterfall,Ramechhap,Oct–Dec,Waterfall,Natural Attractions,Trekking,Moderate,Trail,27.2800° N,86.0000° E,3
818,MaginGoth,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.2780° N,85.9980° E,3
819,Thakani,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.2750° N,85.9950° E,3
820,Talramarang,Ramechhap,Oct–Dec,Scenic,Natural Attractions,Hiking,Moderate,Road,27.2720° N,85.9930° E,3
821,Dubachaur,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.2700° N,85.9900° E,3
822,Tipeni,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.2680° N,85.9880° E,3
823,Sikharpur,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.2650° N,85.9850° E,3
824,Dolalghat,Kavrepalanchok,Oct–Dec,"Urban, Scenic",Natural Attractions,Sightseeing,Easy,Road,27.6200° N,85.5200° E,3
825,Phalate Bhumlu,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6150° N,85.5250° E,3
826,Chaubas,Dhading,Oct–Dec,Urban,Urban & Modern Attractions,Sightseeing,Easy,Road,27.9500° N,84.9700° E,3
827,Sanowangthali,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6100° N,85.5300° E,3
828,Bangthali,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.2600° N,85.9800° E,3
829,Dhumthang,Ramechhap,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.2550° N,85.9750° E,3
830,Nitya Chandeshwor,Kavrepalanchok,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.5900° N,85.5400° E,3
831,Mahendrajyoti,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.5800° N,85.5300° E,3
832,Gairi Gaun,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.5750° N,85.5250° E,3
833,Kursi Dada,Kavrepalanchok,Oct–Dec,Scenic,Natural Attractions,Hiking,Moderate,Trail,27.5700° N,85.5200° E,3
834,Batase Dada,Kavrepalanchok,Oct–Dec,Scenic,Natural Attractions,Hiking,Moderate,Trail,27.5650° N,85.5150° E,3
835,Rolling Batase Hills,Kavrepalanchok,Oct–Dec,Scenic,Natural Attractions,Hiking,Moderate,Trail,27.5600° N,85.5100° E,3
836,Judlee,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.5550° N,85.5050° E,3
837,Satdobato,Lalitpur,Oct–Dec,"Rural, Scenic",Natural Attractions,Hiking,Moderate,Road,27.6600° N,85.3400° E,3
838,Fulchoki Mandir (Basnet Gau),Lalitpur,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Moderate,Trail,27.5900° N,85.3500° E,3
839,Sansari Devi Temple,Kavrepalanchok,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Moderate,Road,27.6000° N,85.5400° E,3
840,Dhaneshwor,Kathmandu,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.7000° N,85.3200° E,3
841,Nagai Dhunga,Kavrepalanchok,Oct–Dec,Scenic,Natural Attractions,Hiking,Moderate,Trail,27.6100° N,85.5450° E,3
842,Dhaneshwor Mahadev Temple,Kathmandu,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.7020° N,85.3230° E,3
843,Bogati Gaun,Lalitpur,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6550° N,85.3600° E,3
844,Shreekhandpur,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6150° N,85.5500° E,3
845,Devisthan (Laa Than Pata),Kavrepalanchok,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Moderate,Trail,27.6180° N,85.5520° E,3
846,Shrikhandapur Bindhabasini Temple,Kavrepalanchok,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Moderate,Road,27.6200° N,85.5550° E,3
847,Salle Panuati,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6250° N,85.5580° E,3
848,Talu Dadha,Kavrepalanchok,Oct–Dec,Scenic,Natural Attractions,Hiking,Moderate,Trail,27.6300° N,85.5600° E,3
849,Chature Village,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6320° N,85.5620° E,3
850,Lukeko Dada,Kavrepalanchok,Oct–Dec,Scenic,Natural Attractions,Hiking,Moderate,Trail,27.6350° N,85.5650° E,3
851,Ashapuri Mahadev,Kavrepalanchok,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Moderate,Road,27.6380° N,85.5670° E,3
852,Dhad Gaun,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6400° N,85.5700° E,3
853,Seti Devi,Kavrepalanchok,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Moderate,Trail,27.6420° N,85.5720° E,3
854,Kotthumka,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6450° N,85.5750° E,3
855,Raut Gaun,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6480° N,85.5780° E,3
856,Chittapol,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6500° N,85.5800° E,3
857,Soche,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6520° N,85.5820° E,3
858,Kakhbari,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6550° N,85.5850° E,3
859,Bairikhel,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6580° N,85.5880° E,3
860,Ghyampe Danda Mountain Bike Trails,Kavrepalanchok,Oct–Dec,Scenic,Natural Attractions,MTB,Moderate,Trail,27.6600° N,85.5900° E,3
861,Pilot Baba Ashram,Kathmandu,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.6900° N,85.3200° E,3
862,Field of Green,Kavrepalanchok,Oct–Dec,"Scenic, Rural",Natural Attractions,Hiking,Moderate,Road,27.6650° N,85.5950° E,3
863,Tarakeshwor Mahadev Temple,Kathmandu,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.7000° N,85.3200° E,3
864,Samakhusi,Kathmandu,Oct–Dec,Urban,Urban & Modern Attractions,Sightseeing,Easy,Road,27.7100° N,85.3100° E,3
865,Boharatar,Kathmandu,Oct–Dec,Urban,Urban & Modern Attractions,Sightseeing,Easy,Road,27.7150° N,85.3050° E,3
866,Jamacho Gumba,Lalitpur,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.6650° N,85.3400° E,3
867,Ichangunarayan,Bhaktapur,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.6720° N,85.4230° E,3
868,Mudkhu,Kavrepalanchok,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.6700° N,85.6000° E,3
869,Bhubaneshwori Temple,Kathmandu,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.7000° N,85.3150° E,3
870,Okharpauwa,Nuwakot,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.8300° N,85.1000° E,3
871,Kakani,Nuwakot,Oct–Dec,Scenic,Natural Attractions,Hiking,Moderate,Road,27.9500° N,85.1600° E,3
872,Lauke Waterfall,Nuwakot,Oct–Dec,Waterfall,Natural Attractions,Trekking,Moderate,Trail,27.9400° N,85.1500° E,3
873,Nuwakot,Nuwakot,Oct–Dec,Urban,Urban & Modern Attractions,Sightseeing,Easy,Road,27.9500° N,85.1500° E,3
874,Bidur,Nuwakot,Oct–Dec,Urban,Urban & Modern Attractions,Sightseeing,Easy,Road,27.9833° N,85.0667° E,3
875,Duipipal,Nuwakot,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.9800° N,85.0700° E,3
876,Chepang Gaun,Nuwakot,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Trail,27.9750° N,85.0650° E,3
877,Baglung Bazaar,Baglung,Oct–Nov,Urbanic,Urban & Modern Attractions,"Bazaar stroll, local shopping, temples",Easy,Road,28.2667,83.6,4
878,Panchakot,Baglung,Oct–Dec,"Religious, Hills",Natural Attractions,"Temple visit, short hike, photography",Easy–Medium,Road + short walk,28.25,83.58,4
879,Bihun,Baglung,Oct–Dec,Rural,Village & Rural Tourism,"Village stay, hiking, farming life",Medium,Road + short hike,28.2833,83.5833,4
880,Nishi,Baglung,Sep–Nov,Rural,Village & Rural Tourism,"Fishing, river walks",Medium,Jeep road,28.253,83.602,4
881,Bhakunde,Baglung,Sep–Nov,Rural,Village & Rural Tourism,"Village visit, hiking, local cuisine",Easy,Road,28.2833,83.6,4
882,Arthar Dandakharka,Parbat,Oct–Nov,Hills,Natural Attractions,"Local temples, hiking",Medium,Road + walk,28.229,83.655,4
883,Lekhphant,Parbat,Sep–Dec,Hills,Natural Attractions,"Short hikes, photography",Medium,Road,28.2,83.7,4
884,Kusma,Parbat,Oct–Nov,"Urbanic, Scenic",Natural Attractions,"Sightseeing, bungee, bridge crossing",Easy,Road,28.2193,83.6797,4
885,Pokhara,Kaski,Oct–Nov,"Urbanic, Scenic",Natural Attractions,"Boating, cafés, lakeside walks",Very Easy,"Road, air",28.2096,83.9856,4
886,Sarangkot,Kaski,Sep–Dec,"Scenic, Hills",Natural Attractions,"Sunrise view, paragliding",Easy–Medium,Road,28.2355,83.9636,4
887,Ghandruk,Kaski,Oct–Nov,"Village, Hills",Natural Attractions,"Trekking, photography",Medium,Jeep road / short trek,28.3667,83.8167,4
888,Dhampus,Kaski,Oct–Nov,"Village, Hills",Natural Attractions,"Short trek, sunrise",Easy–Medium,Road + short hike,28.305,83.87,4
889,Lwang Ghalel,Kaski,Sep–Nov,"Rural, Scenic",Natural Attractions,"Homestay, canyoning, tea farm",Medium,Jeep road,28.2881,83.8932,4
890,Ghale Gaun,Lamjung,Sep–Dec,"Village, Hills",Natural Attractions,"Homestay, cultural walks",Medium,Road + short trek,28.2,84.28,4
891,Bhujung,Lamjung,Oct–Nov,"Village, Hills",Natural Attractions,"Trekking, local homestay",Medium–Hard,Road + trek,28.3,84.2833,4
892,Rainaskot,Lamjung,Sep–Nov,Hills,Natural Attractions,"Sunrise view, stone houses",Medium,Road + hike,28.2,84.4167,4
893,Lamjung Himal Viewpoint,Lamjung,Sep–Dec,"Mountains, Scenic",Natural Attractions,"Trekking, nature photography",Medium–Hard,Road + trek,28.25,84.45,4
894,Gorkha Bazaar,Gorkha,Oct–Nov,Urbanic,Urban & Modern Attractions,"Palace visit, museum, views",Easy–Medium,Road,28.16,84.65,4
895,Manakamana,Gorkha,Sep–Dec,"Religious, Hills",Natural Attractions,"Temple visit, cable-car ride",Very Easy,Cable car,27.9664,85.114,4
896,Barpak,Gorkha,Sep–Nov,"Village, Hills",Natural Attractions,"Homestay, hiking",Medium–Hard,Road / jeep,28.225,84.705,4
897,Laprak,Gorkha,Oct–Nov,"Village, Mountains",Natural Attractions,"Homestay, hiking",Hard,Trek / Jeep,28.246,84.74,4
898,Manang Bazaar,Manang,"Mar–May, Sep–Nov","Mountains, Urbanic",Natural Attractions,"Trekking, culture",Hard,Jeep + trek,28.7,84.0667,4
899,Braga,Manang,Sep–Nov,"Village, Mountains",Natural Attractions,"Hiking, photography",Hard,Trekking,28.65,84.0333,4
900,Khangsar,Manang,Sep–Nov,"Village, Mountains",Natural Attractions,"Trekking, adventure",Hard,Trek,28.633,84.083,4
901,Jomsom,Mustang,"Mar–May, Sep–Nov","Urbanic, Mountains",Natural Attractions,"Trekking, jeep ride",Medium,Flight / road,28.7892,83.7216,4
902,Lo Manthang,Mustang,"Apr–Jun, Sep–Nov","Village, Mountains",Natural Attractions,"Cultural tour, trekking",Hard,Road + permit,29,83.848,4
903,Muktinath,Mustang,Sep–Nov,"Religious, Mountains",Natural Attractions,Temple visit,Medium–Hard,Jeep / trek,28.7057,83.9621,4
904,Kagbeni,Mustang,Oct–Nov,"Village, Mountains",Natural Attractions,"Photography, monastery",Medium,Road / jeep,28.8275,83.7585,4
905,Marpha,Mustang,Oct–Nov,"Village, Mountains",Natural Attractions,"Homestay, apple wine tasting",Easy–Medium,Road,28.7058,83.7375,4
906,Beni Bazaar,Myagdi,Sep–Nov,Urbanic,Urban & Modern Attractions,"River views, shopping",Easy,Road,28.3833,83.6167,4
907,Tatopani,Myagdi,Oct–Mar,"Rural, Hills",Natural Attractions,"Bathing, local stay",Easy,Road,28.494,83.597,4
908,Babiyachaur,Myagdi,Sep–Nov,Rural,Village & Rural Tourism,"Village walk, local markets",Easy,Road,28.414,83.567,4
909,Dhorpatan,Baglung/Myagdi,Oct–Dec,"Mountains, Scenic",Natural Attractions,"Trekking, wildlife",Hard,Road + trek,28,83.5,4
910,Devghat,Nawalpur,Sep–Nov,Religious,Cultural & Religious Sites,"Pilgrimage, religious festivals",Very Easy,Road,27.6167,84.5167,4
911,Kawasoti,Nawalpur,Sep–Nov,"Urbanic, Rural",Village & Rural Tourism,"Jungle safari, boating",Easy,Highway,27.648,84.125,4
912,Hupsekot,Nawalpur,Oct–Nov,"Rural, Hills",Natural Attractions,"Village walks, local food",Easy,Road,27.75,84.15,4
913,Bandipur,Tanahun,Sep–Dec,"Hills, Scenic",Natural Attractions,"Heritage walk, cafés, view",Easy–Medium,Road,27.8667,84.25,4
914,Bhimad,Tanahun,Sep–Nov,Urbanic,Urban & Modern Attractions,Local exploration,Easy,Highway,27.93,84.16,4
915,Ghalechowk,Tanahun,Sep–Nov,"Village, Hills",Natural Attractions,"Village life, short treks",Medium,Road,27.96,84.18,4
