destination_id,destination,district,best_season,tags,main_category,activities,difficulty_level,accessibility,latitude,longitude,province,description,transportation,attraction_total_reviews,attraction_sample_reviews,hotel_name_1,hotel_location_1,hotel_review_short_1,hotel_rating_approx_1,hotel_price_1,hotel_name_2,hotel_location_2,hotel_review_short_2,hotel_rating_approx_2,hotel_price_2,hotel_name_3,hotel_location_3,hotel_review_short_3,hotel_rating_approx_3,hotel_price_3,restaurant_name_1,restaurant_location_name_1,restaurant_rating_1,restaurant_price_range_1,restaurant_name_2,restaurant_location_name_2,restaurant_rating_2,restaurant_price_range_2,restaurant_name_3,restaurant_location_name_3,restaurant_rating_3,restaurant_price_range_3,event_name,event_venue,event_month_season,event_type,event_description,destination_image_path,hotel1_image_path,hotel2_image_path,hotel3_image_path,restaurant1_image_path,restaurant2_image_path,restaurant3_image_path
845,gaidahawa lake,rupandehi,Oct–Mar,Lake; Nature; Scenic,Natural Attractions,Photography; Sightseeing; Picnic,Easy,Road Accessible,27.43,83.24,5,"Located in Rupandehi, Gaidahawa Lake is a tranquil water body surrounded by farmland and villages. It is a habitat for migratory birds and a peaceful retreat for locals. The lake reflects the ecological richness of the Terai plains and serves as a cultural gathering spot.","From Kathmandu, drive southwest via Butwal and Rupandehi District to Gaidahawa Lake.",123321,Tranquil lake ideal for birdwatching and relaxation. Peaceful lake ideal for birdwatching and relaxation.,Buddha Maya Gardens Hotel,"Lumbini sanskritik, Lumbini 32900",Budget-friendly; simple rooms,4,High (~$90+),Hotel Kailash Lumbini,"Opposite to Gate No:-9, Vishnupura Road, Lumbini Sanskritik 32914",Family-run; cozy stay,4,Low (~$10–20),Lumbini Hotel Kasai,"Lumbini Sacred Garden | P.O.BOX65, Lumbini, Nepal, Lumbini Sanskritik 32900",Luxury lodge with lake views,4.1,Medium (~$35–60),No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,Daha\download (1).jpeg; Daha\download (2).jpeg; Daha\download (3).jpeg; Daha\download (4).jpeg; Daha\download.jpeg,hotel_images\gaidahawa lake\Buddha Maya Gardens Hotel\exterior.jpg; hotel_images\gaidahawa lake\Buddha Maya Gardens Hotel\food.jpg; hotel_images\gaidahawa lake\Buddha Maya Gardens Hotel\rooms.jpg,hotel_images\gaidahawa lake\Hotel Kailash Lumbini\entrance.jpg; hotel_images\gaidahawa lake\Hotel Kailash Lumbini\exterior.jpg; hotel_images\gaidahawa lake\Hotel Kailash Lumbini\rooms.jpg,hotel_images\gaidahawa lake\Lumbini Hotel Kasai\amenities.jpg; hotel_images\gaidahawa lake\Lumbini Hotel Kasai\exterior.jpg; hotel_images\gaidahawa lake\Lumbini Hotel Kasai\food.jpg; hotel_images\gaidahawa lake\Lumbini Hotel Kasai\rooms.jpg,,,
846,kothi minor temples,arghakhanchi,Oct–Mar,Temple; Local; Cultural,Cultural & Religious Sites,Worship; Photography; Short Walk,Easy,Road Accessible,27.825,83.305,5,"Scattered along the Kothi River and nearby settlements, minor temples preserve local traditions and folk deities. These shrines are often simple stone or mud structures, yet they hold deep spiritual significance for villagers. They embody the grassroots spirituality of rural Nepal.","From Kathmandu, drive southwest via Dang and Bardiya District to visit minor temples near Kothi.",258350,Small temples with cultural significance in Dang. Small temples with local spiritual significance.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,Kothi Minor Temple\Kothi Minor Temples  1.1.jpeg; Kothi Minor Temple\Kothi Minor Temples  1.2.jpeg; Kothi Minor Temple\Kothi Minor Temples  1.3.jpeg; Kothi Minor Temple\Kothi Minor Temples  1.4.jpeg; Kothi Minor Temple\Kothi Minor Temples  1.5.jpeg; Kothi Minor Temple\Kothi Minor Temples  1.6.jpeg; Kothi Minor Temple\Kothi Minor Temples  1.7.jpeg; Kothi Minor Temple\Kothi Minor Temples  1.8.jpeg; Kothi Minor Temple\Kothi Minor Temples  1.9.jpeg,,,,,,
847,ghodaghodi lake,kailali/rupandehi,Oct–Mar,Lake; Wetland; Nature; Birdwatching,Natural Attractions,Sightseeing; Photography; Birdwatching; Boating,Easy,Road Accessible,27.69,82.92,5,"Ghodaghodi Lake in Kailali is a Ramsar-listed wetland and a sacred site for the Tharu community. Surrounded by forests and smaller ponds, it is a biodiversity hotspot with rare birds and aquatic species. The lake is tied to local mythology, making it both an ecological and cultural treasure.","From Kathmandu, drive southwest via Bhalubang and Bardiya District to Ghodaghodi Lake.",159987,Beautiful freshwater lake with diverse wildlife. Natural freshwater lake with rich biodiversity.,NO,NO,NO,NO,NO,Ghodaghodi Paradise Cottage,"MWJX+M7H, Ghodaghodi 10900",Family-run; cozy homestay,4,Low (~$10–20),OYO 579 Ghodaghodi Lake Palace,"Ghodaghodi Lake Palace Eastern highway ,ghodaghodi, Dhangadhi 10900",Luxury lodge with lake and forest views,4.2,Medium (~$35–60),No,No,No,No,No,No,No,No,Hangout cafe,Dhangadi 10900,4.2,Medium (~$35–60),NO,NO,NO,NO,NO,,,hotel_images\ghodaghodi lake\Ghodaghodi Paradise Cottage\ENTRANCE.jpg; hotel_images\ghodaghodi lake\Ghodaghodi Paradise Cottage\FROMVISITORS.jpg,hotel_images\ghodaghodi lake\OYO 579 Ghodaghodi Lake Palace\ENTRANCE.jpg; hotel_images\ghodaghodi lake\OYO 579 Ghodaghodi Lake Palace\ROOMS.jpg,,,restaurant_images\ghodaghodi lake\Hangout cafe\entrance.png
848,devdaha ancient monuments minor sites,rupandehi,Oct–Mar,Heritage; Cultural; Historical,Cultural & Religious Sites,Sightseeing; Photography; Cultural Tour,Easy,Road Accessible,27.528,83.35,5,"Devdaha, near Lumbini, is believed to be the maternal home of Queen Maya Devi. Minor monuments and archaeological sites scattered here connect to Buddhist history. These ruins and shrines highlight Devdaha’s role in the broader Lumbini heritage circuit.","From Kathmandu, drive southwest via Butwal and Rupandehi District to Devdaha minor sites.",357652,Historical Buddhist sites in Rupandehi. Historical Buddhist sites linked to Lord Buddha.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,Daha\download (1).jpeg; Daha\download (2).jpeg; Daha\download (3).jpeg; Daha\download (4).jpeg; Daha\download.jpeg,,,,,,
849,tansen lesser waterfalls,palpa,Oct–Mar,Waterfall; Nature; Offbeat,Natural Attractions,Sightseeing; Photography; Short Hike,Easy,Road + Short Hike,27.885,83.548,5,"Beyond its cultural landmarks, Tansen in Palpa hosts lesser-known waterfalls in nearby hills. These cascades are hidden gems for trekkers, offering natural beauty alongside the town’s historic charm. They complement Tansen’s reputation as both a cultural and ecological destination.","From Kathmandu, drive west via Prithvi Highway to Tansen and local roads to visit lesser waterfalls.",654987,Hidden waterfalls around Tansen town. Small hidden waterfalls around Tansen.,City View Home Stay,Tansen 32500,Budget-friendly; simple rooms,4.1,High (~$90+),Hotel The Ranimahal,Tansen 32500,Family-run; cozy stay,4.2,Low (~$10–20),"BULBUL FARM RETREAT, Farmstay, Farmfun, Farmfood","Bartung - Tansen Rd, Tansen 32500",Luxury lodge with scenic views,3.9,Medium (~$35–60),No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,Tansen\Tansen 1.1.jpeg; Tansen\Tansen 1.10.jpeg; Tansen\Tansen 1.2.jpeg; Tansen\Tansen 1.3.jpeg; Tansen\Tansen 1.4.jpeg; Tansen\Tansen 1.5.jpeg; Tansen\Tansen 1.6.jpeg; Tansen\Tansen 1.7.jpeg; Tansen\Tansen 1.8.jpeg; Tansen\Tansen 1.9.jpeg,hotel_images\tansen lesser waterfalls\City View Home Stay\exterior.jpg; hotel_images\tansen lesser waterfalls\City View Home Stay\food.jpg; hotel_images\tansen lesser waterfalls\City View Home Stay\inside.jpg,hotel_images\tansen lesser waterfalls\Hotel The Ranimahal\exterior.jpg; hotel_images\tansen lesser waterfalls\Hotel The Ranimahal\food.jpg; hotel_images\tansen lesser waterfalls\Hotel The Ranimahal\rooms.jpg,"hotel_images\tansen lesser waterfalls\BULBUL FARM RETREAT, Farmstay, Farmfun, Farmfood\exterior.jpg; hotel_images\tansen lesser waterfalls\BULBUL FARM RETREAT, Farmstay, Farmfun, Farmfood\food.jpg; hotel_images\tansen lesser waterfalls\BULBUL FARM RETREAT, Farmstay, Farmfun, Farmfood\rooms.jpg",,,
850,arghakhanchi,arghakhanchi,Oct–Feb,"Hills, Culture",Natural Attractions,"Village Walks, Photography",Easy,Road accessible,28.133,83.205,5,"Arghakhanchi District is known for its rolling hills, terraced fields, and cultural diversity. It is a gateway between the Terai and hill regions, with temples, viewpoints, and traditional villages. The district reflects Nepal’s mid-hill lifestyle and agricultural heritage.","From Kathmandu, drive west via Prithvi Highway and local roads to Arghakhanchi District.From Kathmandu, drive west via Prithvi Highway to Arghakhanchi District.",321900,Hilly district with scenic landscapes and cultural sites. Hilly district with cultural and natural attractions.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Arghakhanchi Highland Cultural Trek,Hill / Village,Spring,Adventure / Cultural,Trekking and folk performances.,Arghakhanchi\Arghakhanchi 1.1.jpeg; Arghakhanchi\Arghakhanchi 1.10.jpeg; Arghakhanchi\Arghakhanchi 1.2.jpeg; Arghakhanchi\Arghakhanchi 1.3.png; Arghakhanchi\Arghakhanchi 1.4.jpeg; Arghakhanchi\Arghakhanchi 1.5.jpeg; Arghakhanchi\Arghakhanchi 1.6.jpeg; Arghakhanchi\Arghakhanchi 1.7.jpeg; Arghakhanchi\Arghakhanchi 1.8.jpeg; Arghakhanchi\Arghakhanchi 1.9.jpeg,,,,,,
851,kapilvastu,kapilvastu,Oct–Feb,"Cultural, Religious",Cultural & Religious Sites,"Sightseeing, Photography",Easy,Road accessible,27.5,83,5,"Kapilvastu District is historically significant as the childhood home of Siddhartha Gautama, the Buddha. Tilaurakot, the ancient palace site, is its centerpiece. The district combines archaeological ruins with living Buddhist traditions, making it a spiritual and historical landmark.","From Kathmandu, drive southwest via Butwal to Kapilvastu District.",987136,"Birthplace of Lord Buddha with historical monuments. Historical district, birthplace of Lord Buddha.",Hotel Tilaurakot Internation Pvt. Ltd.,"H335+5G4, Kapilvastu 32800",Budget-friendly; simple rooms,4,High (~$90+),"Hotel Gautam Buddha","H332+4X7, Kapilvastu 32800",Family-run; cozy stay,4,Low (~$10–20),Hotel palm,"H322+WX2, Kapilvastu 32800",Luxury lodge with valley views,4.1,Medium (~$35–60),New Paudel Restaurant,"G3R2+W9, Kapilvastu 32800",4,High (~$90+),Luscious Lounge & Restro,"h335+5g4, Kapilvastu 32800",4,Low (~$10–20),No,No,No,No,NO,NO,NO,NO,NO,,hotel_images\kapilvastu\Hotel Tilaurakot Internation Pvt. Ltd.\EXTERIOR.jpg; hotel_images\kapilvastu\Hotel Tilaurakot Internation Pvt. Ltd.\FOOD.jpg; hotel_images\kapilvastu\Hotel Tilaurakot Internation Pvt. Ltd.\ROOM.jpg; hotel_images\kapilvastu\Hotel Tilaurakot Internation Pvt. Ltd.\ROOMS.jpg,hotel_images\kapilvastu\Hotel Gautam Buddha\AMENITIES.jpg; hotel_images\kapilvastu\Hotel Gautam Buddha\EXTERIOR.jpg; hotel_images\kapilvastu\Hotel Gautam Buddha\ROOMS.jpg,hotel_images\kapilvastu\Hotel palm\EXTERIOR.jpg; hotel_images\kapilvastu\Hotel palm\ROOMS.jpg,restaurant_images\kapilvastu\New Paudel Restaurant\entrance.png,restaurant_images\kapilvastu\Luscious Lounge & Restro\entrance.png,
852,rupandehi,rupandehi,Oct–Feb,"Cultural, Religious",Cultural & Religious Sites,"Sightseeing, Photography",Easy,Road accessible,27.52,83.45,5,"Rupandehi District is home to Lumbini, the birthplace of the Buddha. Beyond Lumbini, Rupandehi features cultural villages, lakes, and shrines. It is a blend of global pilgrimage and local Terai traditions, offering both spiritual depth and cultural diversity","From Kathmandu, drive southwest via Narayangadh and Butwal to Rupandehi District.From Kathmandu, drive southwest via Butwal to Rupandehi District.",654875,"District with Lumbini, cultural sites, and rural landscapes. District with Lumbini and rural cultural sites.",Gautam Buddha Airport Hotel - Luxury Hotel in Bhairahawa,"Siddharthanagar-10, Siddharthanagar 32900",Popular mid-range hotel with restaurant & event facilities.,4.4,Low (~$10–20),Hotel Star Holiday,"Belhiya, Siddharthanagar-1, Lumbini Region, Siddharthanagar 32900","4-star hotel, luxury interiors, excellent service quality.",4.2,Medium (~$35–60),Siddhartha Vilasa,Siddharthanagar 32900,"Simple, family-run inn close to the archaeological site.",4.1,High (~$90+),No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,Rupandehi\Rupandehi 1.1.jpeg; Rupandehi\Rupandehi 1.10.jpeg; Rupandehi\Rupandehi 1.2.jpeg; Rupandehi\Rupandehi 1.3.jpeg; Rupandehi\Rupandehi 1.4.jpeg; Rupandehi\Rupandehi 1.5.jpeg; Rupandehi\Rupandehi 1.6.jpeg; Rupandehi\Rupandehi 1.7.jpeg; Rupandehi\Rupandehi 1.8.jpeg; Rupandehi\Rupandehi 1.9.jpeg,hotel_images\rupandehi\Gautam Buddha Airport Hotel - Luxury Hotel in Bhairahawa\amenities.jpg; hotel_images\rupandehi\Gautam Buddha Airport Hotel - Luxury Hotel in Bhairahawa\exterior.jpg; hotel_images\rupandehi\Gautam Buddha Airport Hotel - Luxury Hotel in Bhairahawa\rooms.jpg; hotel_images\rupandehi\Gautam Buddha Airport Hotel - Luxury Hotel in Bhairahawa\roooms.png,hotel_images\rupandehi\Hotel Star Holiday\amenities.jpg; hotel_images\rupandehi\Hotel Star Holiday\entrance.jpg; hotel_images\rupandehi\Hotel Star Holiday\rooms.jpg,hotel_images\rupandehi\Siddhartha Vilasa\amenities.jpg; hotel_images\rupandehi\Siddhartha Vilasa\entrance.jpg; hotel_images\rupandehi\Siddhartha Vilasa\food.jpg; hotel_images\rupandehi\Siddhartha Vilasa\rooms.jpg,,,
853,palpa,palpa,Oct–Feb,"Hills, Scenic",Natural Attractions,"Sightseeing, Trekking",Moderate,Road + Trek,27.883,83.537,5,"Palpa District is famous for Tansen, its hill town rich in Newari and Magar culture. Palpa is also known for Palpali Dhaka fabric, traditional temples, and scenic viewpoints. It is a district where history, craft, and natural beauty converge.","From Kathmandu, drive west via Prithvi Highway and Tansen to Palpa District.From Kathmandu, drive west via Prithvi Highway to Tansen and Palpa District.",125700,"District with Tansen town, heritage, and hilltop views. Hilly district known for Tansen, heritage, and scenic landscapes.",City View Home Stay,Tansen 32500,Budget hotel with decent service,3.9,Low (~$15–25),Hotel The Ranimahal,Tansen 32500,"Comfortable mid-range hotel, good location",4,Medium (~$35–55),"BULBUL FARM RETREAT, Farmstay, Farmfun, Farmfood","Bartung - Tansen Rd, Tansen 32500",Premium stay with hill views & heritage-style decor,4.2,High (~$80+),No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,Palpa\Palpa 1..jpeg; Palpa\Palpa 1.1.jpeg; Palpa\Palpa 1.10.jpeg; Palpa\Palpa 1.2.jpeg; Palpa\Palpa 1.3peg.jpeg; Palpa\Palpa 1.4.jpeg; Palpa\Palpa 1.5.jpeg; Palpa\Palpa 1.6.jpeg; Palpa\Palpa 1.7.jpeg; Palpa\Palpa 1.8.jpeg; Palpa\Palpa 1.9.jpeg,hotel_images\palpa\City View Home Stay\exterior.jpg; hotel_images\palpa\City View Home Stay\food.jpg; hotel_images\palpa\City View Home Stay\inside.jpg,hotel_images\palpa\Hotel The Ranimahal\exterior.jpg; hotel_images\palpa\Hotel The Ranimahal\food.jpg; hotel_images\palpa\Hotel The Ranimahal\rooms.jpg,"hotel_images\palpa\BULBUL FARM RETREAT, Farmstay, Farmfun, Farmfood\exterior.jpg; hotel_images\palpa\BULBUL FARM RETREAT, Farmstay, Farmfun, Farmfood\food.jpg; hotel_images\palpa\BULBUL FARM RETREAT, Farmstay, Farmfun, Farmfood\rooms.jpg",,,
854,bardiya tiny shrine,bardiya,Oct–Nov,"Spiritual, Shrine",Cultural & Religious Sites,"Temple Visit, Photography",Easy,Road accessible,28.296,81.532,5,"Tiny shrines scattered across Bardiya’s villages reflect Tharu spirituality. These small structures, often near fields or homes, are dedicated to local deities and ancestors. They embody the intimate connection between daily life and faith.
","From Kathmandu, drive southwest via Gularia to Bardiya District to visit tiny shrine.",136159,Small spiritual site within Bardiya National Park. Small temple offering local spiritual significance.,Comfort Inn Lakhimpur Hotel,"DC Rd, near Saujanya Chowk, Police Line, Lakhimpur, Uttar Pradesh 262701, India",“Local guesthouse near shrine – simple accommodation”,3.9,Low (~$20-30),"Bardia Wildlife Resort, Paradise","Unnamed Road, 21800",“Comfortable hotel near shrine with amenities”,4,Medium (~$35-60),Hotel Pahuna Ghar,"Dhamboji, Nepalgunj 21900","“Luxury resort near shrine, better service”",4.2,High (~$80+),No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,Bardiya\Bardiya 1.1.jpeg; Bardiya\Bardiya 1.10.jpeg; Bardiya\Bardiya 1.2.jpeg; Bardiya\Bardiya 1.3.jpeg; Bardiya\Bardiya 1.4.jpeg; Bardiya\Bardiya 1.5.jpeg; Bardiya\Bardiya 1.6.jpeg; Bardiya\Bardiya 1.7.jpeg; Bardiya\Bardiya 1.8.jpeg; Bardiya\Bardiya 1.9.jpeg,hotel_images\bardiya tiny shrine\Comfort Inn Lakhimpur Hotel\amenities.jpg; hotel_images\bardiya tiny shrine\Comfort Inn Lakhimpur Hotel\exterior.jpg; hotel_images\bardiya tiny shrine\Comfort Inn Lakhimpur Hotel\rooms.jpg; hotel_images\bardiya tiny shrine\Comfort Inn Lakhimpur Hotel\works.jpg,"hotel_images\bardiya tiny shrine\Bardia Wildlife Resort, Paradise\exterior.jpg; hotel_images\bardiya tiny shrine\Bardia Wildlife Resort, Paradise\food.jpg; hotel_images\bardiya tiny shrine\Bardia Wildlife Resort, Paradise\rooms.jpg",hotel_images\bardiya tiny shrine\Hotel Pahuna Ghar\amenities.jpg; hotel_images\bardiya tiny shrine\Hotel Pahuna Ghar\exterior.jpg; hotel_images\bardiya tiny shrine\Hotel Pahuna Ghar\rooms.jpg,,,
855,dang minor temple,dang,Oct–Nov,"Spiritual, Temple",Cultural & Religious Sites,"Temple Visit, Photography",Easy,Road accessible,28.017,82.493,5,Dang hosts numerous minor temples dedicated to Hindu gods and local spirits. These temples are integral to community rituals and seasonal festivals. They highlight the valley’s cultural vibrancy beyond its ecological fame.,"From Kathmandu, drive southwest via Tulsipur to Dang District to visit minor temple.",652654,Small temple offering spiritual significance in Dang district. Small temples offering local spiritual significance.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,Dang\Dang 1.1.jpeg; Dang\Dang 1.10.jpeg; Dang\Dang 1.2.jpeg; Dang\Dang 1.3.jpeg; Dang\Dang 1.4.jpeg; Dang\Dang 1.5.jpeg; Dang\Dang 1.6.jpeg; Dang\Dang 1.7.jpeg; Dang\Dang 1.8.jpeg; Dang\Dang 1.9.jpeg,,,,,,
856,siddha baba temple (butwal area),rupandehi,Oct-Mar,"Religious, Cultural",Cultural & Religious Sites,"Pilgrimage, Local Festivals",Easy,"Road, Easy",27.7,83.45,5,"Siddha Baba Temple, located near Butwal, is a popular pilgrimage site along the Siddhartha Highway. Devotees stop here to offer prayers for safe journeys. The temple is perched on a hill, blending spiritual devotion with scenic views.","From Kathmandu, drive southwest via Narayangadh and Butwal to Siddha Baba Temple.",125159,Popular local temple in Butwal with religious importance. Popular local temple with religious importance.,Hotel Span,"Tribhuvan Path, Butwal 32907","Comfortable resort amid greenery, near monastic zone.",4.2,Low (~$10–25),Hotel Avenue,"Golpark, Butwal 32907","5-star resort with casino, pool & spa facilities.",4,Medium (~$30–60),Dream International Hotel,"kalikapath, Butwal 12486",Popular mid-range hotel with restaurant & event facilities.,4.1,High (~$80+),No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,Siddha Baba Temple (Butwal area)\Siddha Baba Temple (Butwal area) 1.1.jpeg; Siddha Baba Temple (Butwal area)\Siddha Baba Temple (Butwal area) 1.10.jpeg; Siddha Baba Temple (Butwal area)\Siddha Baba Temple (Butwal area) 1.2.jpeg; Siddha Baba Temple (Butwal area)\Siddha Baba Temple (Butwal area) 1.3.jpeg; Siddha Baba Temple (Butwal area)\Siddha Baba Temple (Butwal area) 1.4.jpeg; Siddha Baba Temple (Butwal area)\Siddha Baba Temple (Butwal area) 1.5.jpeg; Siddha Baba Temple (Butwal area)\Siddha Baba Temple (Butwal area) 1.6.jpeg; Siddha Baba Temple (Butwal area)\Siddha Baba Temple (Butwal area) 1.7.jpeg; Siddha Baba Temple (Butwal area)\Siddha Baba Temple (Butwal area) 1.8.jpeg; Siddha Baba Temple (Butwal area)\Siddha Baba Temple (Butwal area) 1.9.jpeg,hotel_images\siddha baba temple (butwal area)\Hotel Span\amenities.jpg; hotel_images\siddha baba temple (butwal area)\Hotel Span\exterior.jpg; hotel_images\siddha baba temple (butwal area)\Hotel Span\food.jpg; hotel_images\siddha baba temple (butwal area)\Hotel Span\rooms.jpg,hotel_images\siddha baba temple (butwal area)\Hotel Avenue\amenities.jpg; hotel_images\siddha baba temple (butwal area)\Hotel Avenue\enytrance.jpg; hotel_images\siddha baba temple (butwal area)\Hotel Avenue\exterior.jpg; hotel_images\siddha baba temple (butwal area)\Hotel Avenue\rooms.jpg,hotel_images\siddha baba temple (butwal area)\Dream International Hotel\amenities.jpg; hotel_images\siddha baba temple (butwal area)\Dream International Hotel\engtrance.jpg; hotel_images\siddha baba temple (butwal area)\Dream International Hotel\room.jpg; hotel_images\siddha baba temple (butwal area)\Dream International Hotel\rooms.jpg,,,
857,tila village (rupandehi rural tourism example),rupandehi,Oct-Mar,"Rural, Cultural",Cultural & Religious Sites,"Homestay, Cultural Tours",Easy,"Road, Easy",27.6,83.3,5,"Tila Village in Rupandehi showcases rural tourism, with homestays and cultural programs. Visitors experience Tharu traditions, local cuisine, and agricultural practices. The village is an example of community-based tourism, blending livelihood with heritage preservation.","From Kathmandu, drive southwest via Butwal to Tila Village in Rupandehi.",136654,Model rural tourism village with cultural experiences. Example of rural tourism with cultural experiences.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,Rupandehi\Rupandehi 1.1.jpeg; Rupandehi\Rupandehi 1.10.jpeg; Rupandehi\Rupandehi 1.2.jpeg; Rupandehi\Rupandehi 1.3.jpeg; Rupandehi\Rupandehi 1.4.jpeg; Rupandehi\Rupandehi 1.5.jpeg; Rupandehi\Rupandehi 1.6.jpeg; Rupandehi\Rupandehi 1.7.jpeg; Rupandehi\Rupandehi 1.8.jpeg; Rupandehi\Rupandehi 1.9.jpeg,,,,,,
