destination_id,destination,district,best_season,tags,main_category,activities,difficulty_level,accessibility,latitude,longitude,province,description,transportation,attraction_total_reviews,attraction_sample_reviews,hotel_name_1,hotel_location_1,hotel_review_short_1,hotel_rating_approx_1,hotel_price_1,hotel_name_2,hotel_location_2,hotel_review_short_2,hotel_rating_approx_2,hotel_price_2,hotel_name_3,hotel_location_3,hotel_review_short_3,hotel_rating_approx_3,hotel_price_3,restaurant_name_1,restaurant_location_name_1,restaurant_rating_1,restaurant_price_range_1,restaurant_name_2,restaurant_location_name_2,restaurant_rating_2,restaurant_price_range_2,restaurant_name_3,restaurant_location_name_3,restaurant_rating_3,restaurant_price_range_3,hotel_name_1,hotel_location_1,hotel_review_short_1,hotel_rating_approx_1,hotel_price_1,hotel_name_2,hotel_location_2,hotel_review_short_2,hotel_rating_approx_2,hotel_price_2,hotel_name_3,hotel_location_3,hotel_review_short_3,hotel_rating_approx_3,hotel_price_3,restaurant_name_1,reataurant_location_name_1,restaurant_rating_1,restaurant_price_range_1,restaurant_name_2,reataurant_location_name_2,restaurant_rating_2,restaurant_price_range_2,restaurant_name_3,reataurant_location_name_3,restaurant_rating_3,restaurant_price_range_3,event_name,event_venue,event_month_season,event_type,event_description
859,kapilvastu (tilaurakot),kapilvastu,Oct-Mar,"Historical, Religious",Cultural & Religious Sites,"Heritage Tourism, Pilgrimage",Easy,"Road, Easy",27.5078,83.0111,5,"Tilaurakot in Kapilvastu is the archaeological site believed to be the palace of King Śuddhodana, father of the Buddha. Excavations reveal ancient walls, gates, and foundations. It is a UNESCO tentative site, central to Buddhist heritage tourism.","From Kathmandu, drive southwest via Butwal to Tilaurakot in Kapilvastu District.",250652,Archaeological site marking Lord Buddha’s early life. Archaeological site of ancient palace of Lord Buddha.,Hotel Tilaurakot Internation Pvt. Ltd.,"H335+5G4, Kapilvastu 32800",Premium eco-lodge with expert naturalists and safari packages.,4,Low (~$10–20),"Hotel Gautam Buddha","H332+4X7, Kapilvastu 32800","Family-run homestay with scenic hill views, excellent hosts.",4.2,Medium (~$30–50),Hotel palm,"H322+WX2, Kapilvastu 32800",Historic mid-range hotel with panoramic views.,4.3,High (~$80+),New Paudel Restaurant,"G3R2+W9, Kapilvastu 32800",4,Low (~$10–20),Luscious Lounge & Restro,"h335+5g4, Kapilvastu 32800",4.2,Medium (~$30–50),No,No,No,No,Hotel Tilaurakot Internation Pvt. Ltd.,"H335+5G4, Kapilvastu 32800",Premium eco-lodge with expert naturalists and safari packages.,4,Low (~$10–20),"Hotel Gautam Buddha","H332+4X7, Kapilvastu 32800","Family-run homestay with scenic hill views, excellent hosts.",4.2,Medium (~$30–50),Hotel palm,"H322+WX2, Kapilvastu 32800",Historic mid-range hotel with panoramic views.,4.3,High (~$80+),New Paudel Restaurant,"G3R2+W9, Kapilvastu 32800",4,Low (~$10–20),Luscious Lounge & Restro,"h335+5g4, Kapilvastu 32800",4.2,Medium (~$30–50),No,No,No,No,NO,NO,NO,NO,NO
860,bardiya national park,bardiya,Oct-Mar,"Wildlife, Safari",Wildlife & Conservation,"Wildlife Safari, Birdwatching",Easy-Moderate,"Road, Moderate",28.2956,81.667,5,"Bardiya National Park is Nepal’s largest wildlife reserve, covering 968 sq km. It protects tigers, rhinos, elephants, and gharials. The park is also home to diverse bird species, making it a paradise for eco-tourism. Its wilderness is complemented by Tharu villages on its periphery.","From Kathmandu, drive southwest via Narayangadh and Gularia to Bardiya National Park.From Kathmandu, drive southwest via Gularia to Bardiya National Park.",350258,"Wildlife sanctuary home to tigers, rhinos, and diverse fauna. Protected park with rich flora and fauna, ideal for safaris.",Comfort Inn Lakhimpur Hotel,"DC Rd, near Saujanya Chowk, Police Line, Lakhimpur, Uttar Pradesh 262701, India",Elegant resort with hill-view suites and garden restaurant.,4.1,Low (~$15–25),"Bardia Wildlife Resort, Paradise","Unnamed Road, 21800",Budget hotel just 5 min walk to Mayadevi Temple.,4,Medium (~$40–70),Hotel Pahuna Ghar,"Dhamboji, Nepalgunj 21900","Comfortable resort amid greenery, near monastic zone.",4,High (~$120–200),Karuwa Restaurant & Bar,"F62V+FJR, Thakudwara 21800",4.1,Low (~$15–25),The Food Restaurant & Bar,"J7RH+GJ7, Chisapani 21800",4,Medium (~$40–70),Khanena Restaurant & Family Bar,"G4MC+3M, 1 Hospital road, Tikapur 10901",4,High (~$120–200),Comfort Inn Lakhimpur Hotel,"DC Rd, near Saujanya Chowk, Police Line, Lakhimpur, Uttar Pradesh 262701, India",Elegant resort with hill-view suites and garden restaurant.,4.1,Low (~$15–25),"Bardia Wildlife Resort, Paradise","Unnamed Road, 21800",Budget hotel just 5 min walk to Mayadevi Temple.,4,Medium (~$40–70),Hotel Pahuna Ghar,"Dhamboji, Nepalgunj 21900","Comfortable resort amid greenery, near monastic zone.",4,High (~$120–200),Karuwa Restaurant & Bar,"F62V+FJR, Thakudwara 21800",4.1,Low (~$15–25),The Food Restaurant & Bar,"J7RH+GJ7, Chisapani 21800",4,Medium (~$40–70),Khanena Restaurant & Family Bar,"G4MC+3M, 1 Hospital road, Tikapur 10901",4,High (~$120–200),NO,NO,NO,NO,NO
861,tansen (palpa),palpa,Oct-Mar,"Hill Station, Heritage",Natural Attractions,"Heritage Walk, Sightseeing",Easy-Moderate,"Road, Moderate",27.8761,83.5414,5,"Tansen is a hill town in Palpa, known for its medieval architecture, vibrant bazaars, and panoramic views. Shreenagar Hill offers sweeping vistas of the Himalayas and plains. Tansen is also famous for Palpali Dhaka fabric, making it both a cultural and scenic destination.","From Kathmandu, drive west via Prithvi Highway to Tansen, Palpa District.From Kathmandu, drive west via Prithvi Highway to Tansen in Palpa District.",330321,"Heritage town with traditional architecture and scenic hills. Town famous for traditional streets, culture, and hill views.",City View Home Stay,Tansen 32500,"5-star resort with casino, pool & spa facilities.",4,Low (~$10–20),Hotel The Ranimahal,Tansen 32500,Historic mid-range hotel with panoramic views.,4.5,Medium (~$30–60),"BULBUL FARM RETREAT, Farmstay, Farmfun, Farmfood","Bartung - Tansen Rd, Tansen 32500",Elegant resort with hill-view suites and garden restaurant.,4.1,High (~$80–120),Biju Restaurant,"RGVW+9VW, Tansen 32500",4,Low (~$10–20),Cozy Restro And Bar,"10 H, Tansen 32500",4.5,Medium (~$30–60),Rambha Devi Restaurant,"VH53+CCG, Tansen 32500",4.1,High (~$80–120),City View Home Stay,Tansen 32500,"5-star resort with casino, pool & spa facilities.",4,Low (~$10–20),Hotel The Ranimahal,Tansen 32500,Historic mid-range hotel with panoramic views.,4.5,Medium (~$30–60),"BULBUL FARM RETREAT, Farmstay, Farmfun, Farmfood","Bartung - Tansen Rd, Tansen 32500",Elegant resort with hill-view suites and garden restaurant.,4.1,High (~$80–120),Biju Restaurant,"RGVW+9VW, Tansen 32500",4,Low (~$10–20),Cozy Restro And Bar,"10 H, Tansen 32500",4.5,Medium (~$30–60),Rambha Devi Restaurant,"VH53+CCG, Tansen 32500",4.1,High (~$80–120),NO,NO,NO,NO,NO
862,lumbini (mayadevi temple),rupandehi,Oct-Mar,"Religious, UNESCO",Cultural & Religious Sites,"Pilgrimage, Historical Tourism",Easy,"Road, Easy",27.6792,83.507,5,"The Mayadevi Temple in Lumbini is the spiritual heart of Buddhism, marking the exact birthplace of Siddhartha Gautama, the Buddha. The temple houses the marker stone and ancient ruins dating back to the 3rd century BCE, including Ashokan pillars. Pilgrims from around the world gather here to meditate and pay homage, making it one of the most sacred sites in global Buddhist heritage.","From Kathmandu, drive southwest via Butwal to Lumbini and visit Mayadevi Temple.",700750,"Sacred site of Lord Buddha’s birth, UNESCO World Heritage. Sacred temple marking Buddha’s birthplace.",Buddha Maya Gardens Hotel,"Lumbini sanskritik, Lumbini 32900",Budget hotel just 5 min walk to Mayadevi Temple.,4.2,Low (~$15–25),Hotel Kailash Lumbini,"Opposite to Gate No:-9, Vishnupura Road, Lumbini Sanskritik 32914","Comfortable resort amid greenery, near monastic zone.",4,Medium (~$40–60),Lumbini Hotel Kasai,"Lumbini Sacred Garden | P.O.BOX65, Lumbini, Nepal, Lumbini Sanskritik 32900","5-star resort with casino, pool & spa facilities.",4.1,High (~$100–180),Bhaktapure Newari Chulo & Sekuwa Corner Lumbini,Lumbini Sanskritik 32900,4.2,Low (~$15–25),The Doko Restaurant & Bar,"F7CM+4H5, Lumbini Sanskritik 32900",4,Medium (~$40–60),Special Thakali Kitchen Nischal Restaurant,Lumbini Sanskritik 32900,4.1,High (~$100–180),Buddha Maya Gardens Hotel,"Lumbini sanskritik, Lumbini 32900",Budget hotel just 5 min walk to Mayadevi Temple.,4.2,Low (~$15–25),Hotel Kailash Lumbini,"Opposite to Gate No:-9, Vishnupura Road, Lumbini Sanskritik 32914","Comfortable resort amid greenery, near monastic zone.",4,Medium (~$40–60),Lumbini Hotel Kasai,"Lumbini Sacred Garden | P.O.BOX65, Lumbini, Nepal, Lumbini Sanskritik 32900","5-star resort with casino, pool & spa facilities.",4.1,High (~$100–180),Bhaktapure Newari Chulo & Sekuwa Corner Lumbini,Lumbini Sanskritik 32900,4.2,Low (~$15–25),The Doko Restaurant & Bar,"F7CM+4H5, Lumbini Sanskritik 32900",4,Medium (~$40–60),Special Thakali Kitchen Nischal Restaurant,Lumbini Sanskritik 32900,4.1,High (~$100–180),NO,NO,NO,NO,NO
863,lumbini sacred garden,rupandehi,Oct–Mar,Temple; Buddhist; Pilgrimage; Heritage,Cultural & Religious Sites,Sightseeing; Photography; Cultural Tour; Worship,Easy,Road Accessible,27.4845,83.276,5,"Surrounding the Mayadevi Temple, the Sacred Garden is a UNESCO World Heritage Site filled with monasteries, stupas, and meditation zones. It symbolizes peace and spiritual diversity, with contributions from Buddhist communities worldwide. The garden’s tranquil ponds, prayer flags, and shaded pathways create a serene environment for reflection","From Kathmandu, drive southwest via Butwal to Lumbini Sacred Garden.",7501000,Peaceful garden complex surrounding Mayadevi Temple. Peaceful garden complex surrounding Mayadevi Temple.,Buddha Maya Gardens Hotel,"Lumbini sanskritik, Lumbini 32900",Popular mid-range hotel with restaurant & event facilities.,4.1,Low (~$20-30),Hotel Kailash Lumbini,"Opposite to Gate No:-9, Vishnupura Road, Lumbini Sanskritik 32914","4-star hotel, luxury interiors, excellent service quality.",4,Medium (~$35-60),Lumbini Hotel Kasai,"Lumbini Sacred Garden | P.O.BOX65, Lumbini, Nepal, Lumbini Sanskritik 32900","Simple, family-run inn close to the archaeological site.",4,High (~$90+),No,No,No,No,No,No,No,No,No,No,No,No,Buddha Maya Gardens Hotel,"Lumbini sanskritik, Lumbini 32900",Popular mid-range hotel with restaurant & event facilities.,4.1,Low (~$20-30),Hotel Kailash Lumbini,"Opposite to Gate No:-9, Vishnupura Road, Lumbini Sanskritik 32914","4-star hotel, luxury interiors, excellent service quality.",4,Medium (~$35-60),Lumbini Hotel Kasai,"Lumbini Sacred Garden | P.O.BOX65, Lumbini, Nepal, Lumbini Sanskritik 32900","Simple, family-run inn close to the archaeological site.",4,High (~$90+),No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO
864,ramgram stupa,nawalparasi,Oct–Mar,Temple; Buddhist; Pilgrimage,Cultural & Religious Sites,Worship; Photography; Cultural Tour,Easy,Road Accessible,27.563,83.548,5,"Located in Nawalparasi, Ramgram Stupa is unique as it is the only stupa containing Buddha’s relics that has never been opened. Built by the Koliyas, it remains untouched for centuries, preserving its sanctity. The stupa is a quiet yet powerful reminder of early Buddhist devotion and architectural simplicity.","From Kathmandu, drive southwest via Butwal and Palhinandan to reach Ramgram Stupa.From Kathmandu, drive southwest via Butwal to Ramgram Stupa in Palhinandan.",1000650,Ancient Buddhist stupa with cultural and historical significance. Ancient Buddhist stupa with historical and spiritual importance.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO
865,devdaha minor monuments,rupandehi,Oct–Feb,"Cultural, Heritage",Cultural & Religious Sites,"Sightseeing, Photography",Easy,Road accessible,27.518,83.453,5,"Devdaha, believed to be the maternal home of Queen Mayadevi, hosts minor monuments and archaeological sites linked to Buddhist history. These ruins and shrines highlight the cultural significance of Devdaha in the broader Lumbini circuit, offering insights into the Buddha’s maternal lineage.","From Kathmandu, drive southwest via Butwal and Rupandehi District to Devdaha minor monuments.",980654,Archaeological remains linked to Buddha’s life. Small archaeological sites with cultural importance.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO
866,lumbini,rupandehi,Oct–Feb,"Spiritual, UNESCO",Cultural & Religious Sites,"Sightseeing, Photography",Easy,Road accessible,27.6792,83.507,5,"Beyond its temples, Lumbini is a living cultural landscape blending pilgrimage with local Terai traditions. Villages around Lumbini showcase Tharu and Bhojpuri heritage, while the international monasteries reflect global Buddhist architecture. It is both a sacred site and a cultural crossroads.","From Kathmandu, drive southwest via Butwal to Lumbini town area.",900700,Spiritual and cultural hub for pilgrims and tourists. UNESCO World Heritage site and birthplace of Lord Buddha.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
867,majhgaon waterfall,dang,Oct–Mar,Waterfall; Nature; Offbeat,Natural Attractions,Sightseeing; Photography; Short Hike,Easy,Road + Short Hike,28.06,82.62,5,"Majhgaon, near Pokhara, is known for its Gurung villages and scenic lodges. The Majhgaon Waterfall adds natural charm, cascading through lush hillsides. It is a hidden gem for trekkers and visitors seeking both cultural immersion and natural beauty.","From Kathmandu, drive southwest via Tulsipur and Dang district roads to Majhgaon Waterfall.From Kathmandu, drive southwest via Dang district roads to Majhgaon Waterfall.",500600,Scenic waterfall in rural Palpa district. Picturesque waterfall surrounded by lush greenery.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO
868,tilaurakot palace ruins,kapilvastu,Oct–Mar,Heritage; Archaeology; Historical,Cultural & Religious Sites,Sightseeing; Photography; Cultural Tour,Easy,Road Accessible,27.555,82.748,5,"Tilaurakot is believed to be the ancient palace of King Śuddhodana, father of the Buddha. Excavations reveal fort walls, gates, and foundations dating back to the 6th century BCE. The site offers a glimpse into the Buddha’s princely life before renunciation, making it a vital archaeological and spiritual landmark.","From Kathmandu, drive southwest via Butwal to Tilaurakot in Kapilvastu.From Kathmandu, drive southwest via Butwal to Tilaurakot in Kapilvastu District.",600125,Archaeological ruins of ancient palace of Kapilvastu. Archaeological site of ancient palace of Lord Buddha.,Hotel Tilaurakot Internation Pvt. Ltd.,"H335+5G4, Kapilvastu 32800",“Budget friendly stay close to archaeological site.”,3.9,Low (~$20-30),Hotel Gautam Buddha,"H332+4X7, Kapilvastu 32800",“Comfortable guest-house near the ruins; good value.”,4,Medium (~$35-60),Hotel palm,"H322+WX2, Kapilvastu 32800","“Spacious resort near major site, good amenities.” (from earlier batch for Kapilvastu)",4.1,High (~$80+),No,No,No,No,No,No,No,No,No,No,No,No,Hotel Tilaurakot Internation Pvt. Ltd.,"H335+5G4, Kapilvastu 32800",“Budget friendly stay close to archaeological site.”,3.9,Low (~$20-30),Hotel Gautam Buddha,"H332+4X7, Kapilvastu 32800",“Comfortable guest-house near the ruins; good value.”,4,Medium (~$35-60),Hotel palm,"H322+WX2, Kapilvastu 32800","“Spacious resort near major site, good amenities.” (from earlier batch for Kapilvastu)",4.1,High (~$80+),No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO
869,chitwan riverbank minor spots,nawalparasi,Oct–Mar,River; Nature; Offbeat,Natural Attractions,Photography; Birdwatching; Short Walk,Easy,Road Accessible,27.73,83.52,5,"Along the Narayani and Rapti rivers in Chitwan, minor riverbank spots serve as peaceful retreats. These areas host local shrines, fishing communities, and picnic grounds. They highlight the coexistence of nature and culture in Nepal’s subtropical plains.","From Kathmandu, drive south via Mugling and Narayangadh to Chitwan riverbank spots.From Kathmandu, drive south via Mugling and Narayangadh to Chitwan riverbank minor spots.",369321,Riverside areas with local wildlife and natural beauty. Serene riverside areas with wildlife and scenic views.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO
870,barahi temple,palpa,Oct–Mar,Temple; Hindu; Local,Cultural & Religious Sites,Worship; Photography; Cultural Visit,Easy,Road Accessible,27.883,83.542,5,"Barahi Temple, located on an island in Phewa Lake, Pokhara, is dedicated to Goddess Barahi. Accessible by boat, it is a blend of natural beauty and spiritual devotion. The temple is a popular pilgrimage site and a scenic attraction for visitors.","From Kathmandu, drive south via Mugling and Narayangadh to Barahi Temple in Chitwan.",700875,Hindu temple dedicated to Goddess Barahi. Hindu temple in local community with religious importance.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,Barahi Temple Religious Festival,Temple Grounds,April,Religious / Cultural,"Devotional rituals, folk performances, and local crafts."
871,tinau river,palpa/rupandehi,Oct–Mar,River; Nature; Scenic,Natural Attractions,Sightseeing; Photography; Fishing,Easy,Road Accessible,27.91,83.54,5,"The Tinau River flows through Butwal, shaping the city’s landscape and livelihood. Its banks are lined with cultural sites and recreational areas. The river is both a natural resource and a cultural landmark for the region.","From Kathmandu, drive southwest via Mugling and Narayangadh to reach Tinau River near Butwal.From Kathmandu, drive southwest via Mugling and Narayangadh to Tinau River near Butwal.",500136,"Scenic river flowing through western Nepal, ideal for fishing and recreation. Scenic river ideal for recreation and fishing.",Buddha Maya Gardens Hotel,"Lumbini sanskritik, Lumbini 32900",Riverside resort with scenic setting — peaceful stay close to the river; good for nature escapes.,4.3,Mid: $25–$45,Hotel Kailash Lumbini,"Opposite to Gate No:-9, Vishnupura Road, Lumbini Sanskritik 32914","Central Butwal hotel, convenient and budget-friendly; good local restaurant.",4,Low: $12–$25,Lumbini Hotel Kasai,"Lumbini Sacred Garden | P.O.BOX65, Lumbini, Nepal, Lumbini Sanskritik 32900",Upscale option in Butwal with better facilities and business amenities.,4.4,High: $40–$70,Tinau Restaurant,"Amuwa, Butwal",4,Medium (~$30-55),Restaurant,"JC6C+V35, Sauraha Pharsatikar 32900",4,High (~$70+),Ghimire Nasta Pasal,"JC38+VMQ, Sauraha Pharsatikar 32900",4.3,Mid: $25–$45,Buddha Maya Gardens Hotel,"Lumbini sanskritik, Lumbini 32900",Riverside resort with scenic setting — peaceful stay close to the river; good for nature escapes.,4.3,Mid: $25–$45,Hotel Kailash Lumbini,"Opposite to Gate No:-9, Vishnupura Road, Lumbini Sanskritik 32914","Central Butwal hotel, convenient and budget-friendly; good local restaurant.",4,Low: $12–$25,Lumbini Hotel Kasai,"Lumbini Sacred Garden | P.O.BOX65, Lumbini, Nepal, Lumbini Sanskritik 32900",Upscale option in Butwal with better facilities and business amenities.,4.4,High: $40–$70,Tinau Restaurant,"Amuwa, Butwal",4,Medium (~$30-55),Restaurant,"JC6C+V35, Sauraha Pharsatikar 32900",4,High (~$70+),Ghimire Nasta Pasal,"JC38+VMQ, Sauraha Pharsatikar 32900",4.3,Mid: $25–$45,NO,NO,NO,NO,NO
