destination_id,destination,district,best_season,tags,main_category,activities,difficulty_level,accessibility,latitude,longitude,province,description,transportation,events,attraction_total_reviews,attraction_sample_reviews,hotel_name_1,hotel_location_1,hotel_review_short_1,hotel_rating_approx_1,hotel_price_1,hotel_name_2,hotel_location_2,hotel_review_short_2,hotel_rating_approx_2,hotel_price_2,hotel_name_3,hotel_location_3,hotel_review_short_3,hotel_rating_approx_3,hotel_price_3,restaurant_name_1,restaurant_location_name_1,restaurant_rating_1,restaurant_price_range_1,restaurant_name_2,restaurant_location_name_2,restaurant_rating_2,restaurant_price_range_2,restaurant_name_3,restaurant_location_name_3,restaurant_rating_3,restaurant_price_range_3,hotel_name_1.1,hotel_location_1.1,hotel_review_short_1.1,hotel_rating_approx_1.1,hotel_price_1.1,hotel_name_2.1,hotel_location_2.1,hotel_review_short_2.1,hotel_rating_approx_2.1,hotel_price_2.1,hotel_name_3.1,hotel_location_3.1,hotel_review_short_3.1,hotel_rating_approx_3.1,hotel_price_3.1,restaurant_name_1.1,reataurant_location_name_1,restaurant_rating_1.1,restaurant_price_range_1.1,restaurant_name_2.1,reataurant_location_name_2,restaurant_rating_2.1,restaurant_price_range_2.1,restaurant_name_3.1,reataurant_location_name_3,restaurant_rating_3.1,restaurant_price_range_3.1,kmeans_cluster
827,lumbini village lesser temples,rupandehi,Oct–Mar,Temple; Local; Cultural,Cultural & Religious Sites,Worship; Photography; Cultural Tour,Easy,Road Accessible,27.48,83.27,5,"Beyond the famous Maya Devi Temple, Lumbini hosts numerous lesser-known monasteries built by countries like Myanmar, Japan, and France. These temples, part of the Lumbini Master Plan, embody peace and spiritual diversity. Each monastery reflects its nation’s architectural style, creating a global Buddhist landscape. Visiting these lesser temples offers a quieter, more contemplative experience compared to the main pilgrimage sites.","['From Kathmandu, drive southwest via Butwal to Lumbini Village area and visit lesser temples.'
 'From Kathmandu, drive southwest via Butwal to Lumbini village to visit minor temples.']","[{'event_name': 'Lumbini Lesser Temples Cultural Day', 'venue': 'Temple Grounds', 'month___season': 'April', 'type': 'Religious / Cultural', 'description___source': 'Folk performances, handicrafts, and devotional rituals.'}, {'event_name': 'Lumbini Village Heritage Trail', 'venue': 'Summer', 'month___season': '1 day', 'type': 'Local art, Tharu traditions, and homestay tourism.', 'description___source': nan}]",250980,"['Small temples around Lumbini with cultural and historical value.', 'Smaller temples showcasing local religious practices.']",Buddha Maya Gardens Hotel,"Lumbini sanskritik, Lumbini 32900",Budget-friendly; simple rooms,4,High (~$90+),Hotel Kailash Lumbini,"Opposite to Gate No:-9, Vishnupura Road, Lumbini Sanskritik 32914",Family-run; cozy homestay,4,Low (~$10–20),Lumbini Hotel Kasai,"Lumbini Sacred Garden | P.O.BOX65, Lumbini, Nepal, Lumbini Sanskritik 32900",Luxury lodge with cultural and garden views,4.1,Medium (~$35–60),No,No,No,No,No,No,No,No,No,No,No,No,Buddha Maya Gardens Hotel,"Lumbini sanskritik, Lumbini 32900",Budget-friendly; simple rooms,4,High (~$90+),Hotel Kailash Lumbini,"Opposite to Gate No:-9, Vishnupura Road, Lumbini Sanskritik 32914",Family-run; cozy homestay,4,Low (~$10–20),Lumbini Hotel Kasai,"Lumbini Sacred Garden | P.O.BOX65, Lumbini, Nepal, Lumbini Sanskritik 32900",Luxury lodge with cultural and garden views,4.1,Medium (~$35–60),No,No,No,No,No,No,No,No,No,No,No,No,3
828,tansen,palpa,Oct–Mar,Town; Heritage; Hill,Natural Attractions,Sightseeing; Photography; Cultural Tour,Easy,Road Accessible,27.88,83.545,5,"Tansen, in Palpa District, is a hill town at 1,350 meters known for its Newari architecture and vibrant culture. Overlooking the Kali Gandaki Valley, it offers panoramic views from Shreenagar Hill and hosts landmarks like Rani Mahal, often called the “Taj Mahal of Nepal.” Tansen’s winding alleys, temples, and Palpali food culture make it a charming blend of history and hospitality.
","['From Kathmandu, drive west via Prithvi Highway to Tansen, Palpa District.']","[{'event_name': 'Tansen Heritage & Cultural Festival', 'venue': 'Bazaar / Town Square', 'month___season': 'Autumn', 'type': 'Heritage / Cultural', 'description___source': 'Folk performances, handicraft exhibition, and local cuisine.'}, {'event_name': 'Tansen Cultural Street Festival', 'venue': 'Autumn', 'month___season': '3 days', 'type': 'Folk parades, handicraft markets, and music.', 'description___source': nan}]",350654,"['Historic hill town in Palpa with traditional Newari architecture.', 'Heritage hill town with Newari architecture and cultural richness.']",City View Home Stay,Tansen 32500,Budget-friendly; simple rooms,3.9,High (~$90+),Hotel The Ranimahal,Tansen 32500,Family-run; cozy homestay,4,Low (~$10–20),"BULBUL FARM RETREAT, Farmstay, Farmfun, Farmfood","Bartung - Tansen Rd, Tansen 32500",Luxury lodge with panoramic views of Tansen valley,4.1,Medium (~$35–60),Biju Restaurant,"RGVW+9VW, Tansen 32500",3.9,High (~$90+),Cozy Restro And Bar,"10 H, Tansen 32500",4,Low (~$10–20),Rambha Devi Restaurant,"VH53+CCG, Tansen 32500",4.1,Medium (~$35–60),City View Home Stay,Tansen 32500,Budget-friendly; simple rooms,3.9,High (~$90+),Hotel The Ranimahal,Tansen 32500,Family-run; cozy homestay,4,Low (~$10–20),"BULBUL FARM RETREAT, Farmstay, Farmfun, Farmfood","Bartung - Tansen Rd, Tansen 32500",Luxury lodge with panoramic views of Tansen valley,4.1,Medium (~$35–60),Biju Restaurant,"RGVW+9VW, Tansen 32500",3.9,High (~$90+),Cozy Restro And Bar,"10 H, Tansen 32500",4,Low (~$10–20),Rambha Devi Restaurant,"VH53+CCG, Tansen 32500",4.1,Medium (~$35–60),3
829,khaireni hill viewpoint,dang,Oct–Mar,Hill; Viewpoint; Scenic,Natural Attractions,Photography; Short Trek; Nature Walks,Easy,Road + Short Hike,28.05,82.6,5,"Khaireni, located in Gulmi District, offers scenic hill viewpoints overlooking valleys and villages. Surrounded by settlements like Baletaksar and Digam, it provides a serene vantage point for sunrise and sunset views. Its rural charm and proximity to traditional villages make it a peaceful spot for travelers seeking offbeat experiences.

","['From Kathmandu, drive west via Prithvi Highway and local hill roads to Khaireni Hill viewpoint.']","[{'event_name': 'Khaireni Hill Eco & Cultural Trek', 'venue': 'Hill / Viewpoint', 'month___season': 'Spring', 'type': 'Adventure / Eco', 'description___source': 'Trekking with folk performances and local crafts.'}, {'event_name': 'Khaireni Hill Eco & Cultural Trek', 'venue': 'Hill / Viewpoint', 'month___season': 'Spring', 'type': 'Adventure / Eco', 'description___source': 'Trekking with folk performances and local crafts.'}, {'event_name': 'Khaireni Eco Hike', 'venue': 'Spring', 'month___season': '1 day', 'type': 'Short trekking and eco-awareness with local music.', 'description___source': nan}]",330250,"['Panoramic viewpoint overlooking surrounding hills and valleys.', 'Scenic hilltop with panoramic valley views.']",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Bhetghat khaja ghar,"WG3Q+H22, Aanbu Khaireni",4,High (~$90+),Shree Restaurant and Cafe,"WG2P+FJ9, Abukhaireni-Gorkha Hwy, Aanbu Khaireni",4.3,Low (~$10–20),Thakali Guest House & Bhancha Ghar,"WG2P+4VM, Aanbu Khaireni",4.2,Medium (~$35–60),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Bhetghat khaja ghar,"WG3Q+H22, Aanbu Khaireni",4,High (~$90+),Shree Restaurant and Cafe,"WG2P+FJ9, Abukhaireni-Gorkha Hwy, Aanbu Khaireni",4.3,Low (~$10–20),Thakali Guest House & Bhancha Ghar,"WG2P+4VM, Aanbu Khaireni",4.2,Medium (~$35–60),1
830,dang valley minor viewpoints,dang,Oct–Mar,Hill; Scenic; Nature,Natural Attractions,Photography; Nature Walks; Short Trek,Easy,Road + Short Hike,28.05,82.61,5,"Dang Valley, the second-largest valley in Asia, is encircled by the Shivalik Hills and Mahabharata Range. Minor viewpoints across the valley provide glimpses of its vast plains, rivers, and cultural sites. From Jakhera Lake to Purandhara Waterfall, these spots highlight the valley’s ecological richness and Tharu heritage, offering diverse experiences beyond the main towns.
","['From Kathmandu, drive southwest via Narayangadh and Tulsipur to reach Dang Valley minor viewpoints.'
 'From Kathmandu, drive southwest via Narayangadh and Dang district roads to Dang Valley minor viewpoints.']","[{'event_name': 'Dang Valley Highland Trek & Cultural Day', 'venue': 'Hill / Viewpoint', 'month___season': 'Summer', 'type': 'Adventure / Eco', 'description___source': 'Trekking and local folk performances.'}, {'event_name': 'Dang Valley Eco & Cultural Trek', 'venue': 'Hill / Viewpoint', 'month___season': 'Summer', 'type': 'Adventure / Eco', 'description___source': 'Trekking, folk performances, and handicrafts.'}, {'event_name': 'Dang Valley Nature Trail', 'venue': 'Spring', 'month___season': '1 day', 'type': 'Hiking and eco-awareness event.', 'description___source': nan}]",700136,"['Scenic hills and valleys ideal for nature views.', 'Scenic vantage points across Dang Valley.']",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,1
831,buddha statue viewpoint,rupandehi,Oct–Mar,Viewpoint; Scenic; Cultural,Natural Attractions,Photography; Short Walk; Sightseeing,Easy,Road + Short Hike,27.485,83.28,5,"Nepal hosts numerous Buddha statue viewpoints, often combining religious significance with scenic panoramas. These handcrafted statues, made in Patan and other regions, symbolize meditation and peace. A viewpoint featuring such statues offers both spiritual reflection and cultural artistry, with golden gilded figures set against Himalayan or Terai backdrops","['From Kathmandu, drive southwest via Tulsipur to Dang Buddha Statue viewpoint.']","[{'event_name': 'Buddha Statue Viewpoint Cultural Trek', 'venue': 'Viewpoint', 'month___season': 'Spring', 'type': 'Adventure / Cultural', 'description___source': 'Trekking, folk performances, and handicraft stalls.'}, {'event_name': 'Buddha Statue Viewpoint Eco & Cultural Trek', 'venue': 'Hill / Viewpoint', 'month___season': 'Spring', 'type': 'Adventure / Eco', 'description___source': 'Trekking, folk performances, and handicrafts.'}, {'event_name': 'Buddha Hill Cultural Trek', 'venue': 'Spring', 'month___season': '1 day', 'type': 'Trek and Buddhist heritage celebration with local performances.', 'description___source': nan}]",750357,"['Elevated spot offering great views of landscapes and statue.', 'Elevated location with panoramic views and Buddha statue.']",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,1
832,majhgaon hill lesser viewpoints,dang,Oct–Mar,Hill; Scenic; Nature,Natural Attractions,Photography; Short Trek; Nature Walks,Easy,Road + Short Hike,28.065,82.625,5,"Majhgaon, near Pokhara, is known for its Gurung-style lodges and manicured gardens. At 1,408 meters, it provides accessible hill viewpoints with stunning valley and peak views. The area combines traditional village life with trekking hospitality, making it a lesser-known yet rewarding destination for cultural immersion and scenic relaxation","['From Kathmandu, drive southwest via Dang district roads to Majhgaon Hill.']","[{'event_name': 'Majhgaon Hill Eco & Cultural Trek', 'venue': 'Hill / Viewpoint', 'month___season': 'Summer', 'type': 'Adventure / Eco', 'description___source': 'Trekking and local folk performances.'}, {'event_name': 'Majhgaon Eco Trek', 'venue': 'Spring', 'month___season': '1 day', 'type': 'Hill trekking and cultural storytelling.', 'description___source': nan}]",1000500,"['Small hilltop viewpoints with local scenic beauty.', 'Small hilltop spots with panoramic views.']",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,1
833,dang offbeat hilltop,dang,Oct–Mar,Hill; Scenic; Nature,Natural Attractions,Photography; Short Trek; Nature Walks,Easy,Road + Short Hike,28.055,82.615,5,"Rajakot in Dang is an emerging offbeat hilltop viewpoint offering panoramic views of the Rapti and Babai rivers, as well as distant Himalayan peaks. Rooted in Tharu culture and mythology, the hilltop is gaining recognition as a hidden gem for backpackers. Its blend of history, legend, and natural beauty makes it a rising attraction in western Nepal.
","['From Kathmandu, drive southwest via Narayangadh and Dang district to offbeat hilltop locations in Dang.'
 'From Kathmandu, drive southwest via Narayangadh and Dang district roads to offbeat hilltop.']","[{'event_name': 'Dang Offbeat Highland Trek & Festival', 'venue': 'Hilltop', 'month___season': 'Autumn', 'type': 'Adventure / Cultural', 'description___source': 'Trekking, folk dances, and handicrafts.'}, {'event_name': 'Dang Offbeat Hilltop Eco-Cultural Trek', 'venue': 'Hilltop', 'month___season': 'Spring', 'type': 'Adventure / Eco', 'description___source': 'Trekking, folk performances, and handicrafts.'}, {'event_name': 'Dang Hilltop Eco Trek', 'venue': 'Summer', 'month___season': '1 day', 'type': 'Trekking, scenic photography, and cultural storytelling.', 'description___source': nan}]",980125,"['Off-the-beaten-path location with panoramic views.', 'Hidden hilltop spot with panoramic views.']",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,1
834,jagatnagar village,arghakhanchi,Oct–Mar,Village; Cultural; Nature,Natural Attractions,Homestay; Photography; Cultural Tour; Short Trek,Moderate,Road + Trek,27.83,83.31,5,"Jagat Village in the Manaslu region is a stone-walled settlement along the Budhi Gandaki River at 1,340–1,410 meters. It serves as a gateway to the Manaslu Circuit Trek, requiring conservation permits. Surrounded by rhododendron forests and mountain views, Jagat is both a checkpoint and a cultural stop, reflecting the rugged charm of Himalayan trekking communities.

","['From Kathmandu, drive southwest via Butwal to Jagatnagar village.']","[{'event_name': 'Jagatnagar Village Cultural Festival', 'venue': 'Village Grounds', 'month___season': 'Spring', 'type': 'Cultural', 'description___source': 'Folk music, dances, and handicrafts.'}, {'event_name': 'Jagatnagar Village Cultural Day', 'venue': 'Village Grounds', 'month___season': 'Spring', 'type': 'Cultural', 'description___source': 'Folk music, dances, and handicrafts.'}, {'event_name': 'Jagatnagar Rural Culture Day', 'venue': 'Summer', 'month___season': '1 day', 'type': 'Folk performances and agricultural exhibitions.', 'description___source': nan}]",900125,"['Rural settlement with traditional lifestyle.', 'Traditional village with local culture and serene landscapes.']",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,1
835,rupandehi traditional villages,rupandehi,Oct–Mar,Village; Cultural; Local,Cultural & Religious Sites,Homestay; Cultural Tour; Photography; Local Food,Easy,Road Accessible,27.48,83.25,5,"Rupandehi District, home to Lumbini, also features traditional Terai villages rich in Bhojpuri, Awadhi, and Tharu culture. These villages showcase mud houses, fertile plains, and vibrant festivals. Their proximity to Lumbini adds spiritual depth, while their agricultural lifestyle highlights the cultural diversity of Nepal’s southern plains.
","['From Kathmandu, drive southwest via Butwal and Lumbini zone to reach traditional villages in Rupandehi.'
 'From Kathmandu, drive southwest via Butwal and Rupandehi District to visit traditional villages.']","[{'event_name': 'Rupandehi Village Cultural Fair', 'venue': 'Village Grounds', 'month___season': 'Summer', 'type': 'Cultural', 'description___source': 'Folk performances and handicraft exhibitions.'}, {'event_name': 'Rupandehi Village Day', 'venue': 'Summer', 'month___season': '1 day', 'type': 'Homestay culture, folk performances, and local foods.', 'description___source': nan}]",500258,"['Villages showcasing cultural heritage near Lumbini.', 'Villages showcasing rural culture near Lumbini.']",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,3
836,ghodaghodi lesser villages,kailali/rupandehi,Oct–Mar,Village; Cultural; Nature,Natural Attractions,Homestay; Cultural Tour; Photography; Nature Walks,Easy,Road + Short Trek,27.695,82.925,5,"Ghodaghodi in Kailali District is famed for its sacred lake and wetland ecosystem. Surrounding lesser villages, inhabited mainly by the Tharu community, preserve indigenous traditions tied to the lake’s mythology. The area is Nepal’s first bird sanctuary, blending ecological importance with cultural reverence. These villages offer authentic experiences of Tharu heritage and wetland conservation.

","['From Kathmandu, drive southwest via Bhalubang and Ghodaghodi Lake area to reach minor villages.'
 'From Kathmandu, drive southwest via Bhalubang and Bardiya District to minor villages near Ghodaghodi Lake.']","[{'event_name': 'Ghodaghodi Highland Eco & Cultural Trek', 'venue': 'Hill / Village', 'month___season': 'Spring', 'type': 'Adventure / Eco', 'description___source': 'Trekking and folk performances.'}, {'event_name': 'Ghodaghodi Village Eco-Cultural Festival', 'venue': 'Village Grounds', 'month___season': 'Summer', 'type': 'Eco / Cultural', 'description___source': 'Folk performances, handicrafts, and environmental awareness.'}, {'event_name': 'Ghodaghodi Village Cultural Day', 'venue': 'Spring', 'month___season': '1 day', 'type': 'Local food, crafts, and traditional dance.', 'description___source': nan}]",600654,"['Small settlements near Ghodaghodi Lake with scenic surroundings.', 'Small settlements with rural charm near Ghodaghodi Lake.']",NO,NO,NO,NO,NO,Ghodaghodi Paradise Cottage,"MWJX+M7H, Ghodaghodi 10900",Family-run; cozy homestay,3.8,Low (~$10–20),OYO 579 Ghodaghodi Lake Palace,"Ghodaghodi Lake Palace Eastern highway ,ghodaghodi, Dhangadhi 10900",Luxury lodge with scenic forest views,4,Medium (~$35–60),No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,Ghodaghodi Paradise Cottage,"MWJX+M7H, Ghodaghodi 10900",Family-run; cozy homestay,3.8,Low (~$10–20),OYO 579 Ghodaghodi Lake Palace,"Ghodaghodi Lake Palace Eastern highway ,ghodaghodi, Dhangadhi 10900",Luxury lodge with scenic forest views,4,Medium (~$35–60),No,No,No,No,No,No,No,No,No,No,No,No,1
837,syangja waterfall,palpa,Oct–Mar,Waterfall; Nature; Offbeat,Natural Attractions,Sightseeing; Photography; Short Hike,Easy,Road + Short Hike,27.88,83.55,5,"Syangja District is dotted with hidden waterfalls cascading through lush hillsides. These natural sites are often tucked away in forested valleys, offering serene picnic spots and trekking detours. The waterfalls reflect the district’s rich ecological diversity, combining subtropical greenery with Himalayan foothill charm. They are less commercialized, making them ideal for travelers seeking quiet natural beauty.","['From Kathmandu, drive west via Prithvi Highway and Syangja district roads to Syangja Waterfall.']","[{'event_name': 'Syangja Waterfall Eco & Cultural Festival', 'venue': 'Waterfall / Hill', 'month___season': 'Summer', 'type': 'Eco / Cultural', 'description___source': 'Folk performances and environmental awareness.'}, {'event_name': 'Syangja Waterfall Day', 'venue': 'Summer', 'month___season': '1 day', 'type': 'Water conservation awareness and local food stalls.', 'description___source': nan}]",369654,"['Picturesque waterfall in Syangja district.', 'Scenic waterfall set amidst lush hills.']",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,1
838,mahendra cave,rupandehi,Oct–Mar,Cave; Natural; Scenic,Natural Attractions,Sightseeing; Photography; Adventure,Easy,Road Accessible,27.682,83.443,5,"Located in Pokhara, Mahendra Cave is one of Nepal’s most famous limestone caves. It features stalactites and stalagmites formed over centuries, with chambers that echo with mystery. Named after King Mahendra, the cave is a popular tourist attraction, blending adventure with geology. Local legends add spiritual depth, as many visitors light lamps near natural rock formations resembling deities.","['From Kathmandu, drive west via Prithvi Highway and Pokhara to Mahendra Cave.']","[{'event_name': 'Mahendra Cave Cultural Day', 'venue': 'Cave Area', 'month___season': 'Autumn', 'type': 'Cultural / Adventure', 'description___source': 'Folk performances and local handicrafts.'}, {'event_name': 'Mahendra Cave Adventure Day', 'venue': 'Summer', 'month___season': '1 day', 'type': 'Caving, nature awareness, and music program.', 'description___source': nan}]",700900,"['Famous limestone cave with impressive stalactites.', 'Limestone cave with impressive stalactites near Pokhara.']",City View Home Stay,Tansen 32500,Budget-friendly; simple rooms,4,High (~$90+),Hotel The Ranimahal,Tansen 32500,Family-run; cozy homestay,3.9,Low (~$10–20),"BULBUL FARM RETREAT, Farmstay, Farmfun, Farmfood","Bartung - Tansen Rd, Tansen 32500",Luxury lodge with mountain views,4.1,Medium (~$35–60),Gring Restro and Bar,"VG6V+QP8, Tansen 32500",4,High (~$90+),No,No,No,No,No,No,No,No,City View Home Stay,Tansen 32500,Budget-friendly; simple rooms,4,High (~$90+),Hotel The Ranimahal,Tansen 32500,Family-run; cozy homestay,3.9,Low (~$10–20),"BULBUL FARM RETREAT, Farmstay, Farmfun, Farmfood","Bartung - Tansen Rd, Tansen 32500",Luxury lodge with mountain views,4.1,Medium (~$35–60),Gring Restro and Bar,"VG6V+QP8, Tansen 32500",4,High (~$90+),No,No,No,No,No,No,No,No,1
839,siddha cave,rupandehi,Oct–Mar,Cave; Nature; Adventure,Natural Attractions,Sightseeing; Photography; Adventure,Easy,Road Accessible,27.68,83.44,5,"Siddha Cave in Bandipur is the largest cave in Nepal, stretching over 437 meters in depth. Its vast chambers and intricate rock formations make it a natural wonder. The cave is often explored with headlamps, revealing hidden corners and echoing halls. It is both a geological marvel and a spiritual site, with shrines tucked inside, symbolizing the harmony of nature and faith.","['From Kathmandu, drive west via Prithvi Highway and Pokhara to Siddha Cave.']","[{'event_name': 'Siddha Cave Highland Eco & Cultural Trek', 'venue': 'Cave Area', 'month___season': 'Spring', 'type': 'Adventure / Eco', 'description___source': 'Trekking and folk performances.'}, {'event_name': 'Siddha Cave Exploration Day', 'venue': 'Summer', 'month___season': '1 day', 'type': 'Guided caving and eco-awareness event.', 'description___source': nan}]",500357,"['Large cave in Pokhara region, ideal for adventure tourists.', 'Large cave in Pokhara region, ideal for exploration.']",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,1
