destination,clean_text,spring,summer,autumn,winter,cluster
gairabari,rural village rural tourism hiking gairabari sindhupalchok rural settlement terraced field traditional house community small agriculture backbone reflects typical lifestyle village hindu tradition shaping cultural life,0,0,1,1,2
betechhap,rural village rural tourism hiking betechhap sindhupalchok hillside settlement surrounded fertile valley primarily agricultural maize millet staple crop community rural less documented share cultural pattern central hill village,0,0,1,1,7
lisankhu,rural village rural tourism hiking lisankhu sindhupalchok population lie meter surrounded neighboring village like bhimtar kalikatar community agricultural hindu temple seasonal festival shaping tradition,0,0,1,1,7
attarpur,rural village rural tourism hiking attarpur sindhupalchok small settlement terraced field traditional house rural less documented like hill village reflects mix hindu buddhist practice,0,0,1,1,2
baghkhor,rural village rural tourism hiking baghkhor sindhupalchok hillside settlement population around early name suggests tie wildlife bagh meaning tiger area surrounded forest river,0,0,1,1,2
aahaldanda,rural village rural tourism hiking aahaldanda ridge settlement sindhupalchok known panoramic view valley hill community agricultural maize millet staple culturally tied hindu tradition,0,0,1,1,7
chuchure,rural village rural tourism hiking chuchure sindhupalchok hillside settlement terraced field traditional house rural less documented reflects agricultural lifestyle community,0,0,1,1,2
harisiddhi,religious cultural religious site pilgrimage harisiddhi lalitpur district historic newar town famous harisiddhi dance traditional masked performance dating back licchavi period town temple dedicated harisiddhi devi preserve ancient ritual making culturally significant,0,0,1,1,5
siddhipur,religious cultural religious site pilgrimage siddhipur lalitpur another newar settlement known traditional craft festival part kathmandu valley cultural circuit temple ritual tied hindu buddhist tradition,0,0,1,1,5
lubhu,cultural cultural religious site sightseeing lubhu lalitpur historic newar town famous textile weaving especially dhaka traditional cloth culturally rich temple like mahalaxmi temple annual jatras festival town blend heritage artisanal industry,0,0,1,1,5
dadhikot,religious cultural religious site pilgrimage dadhikot bhaktapur district growing settlement rural village expanded modern housing market due proximity kathmandu area still preserve traditional temple agricultural field,0,0,1,1,5
gundu chaur,rural village rural tourism hiking gundu chaur bhaktapur fertile plain near gundu village known agriculture especially rice cultivation area tied newar tradition temple ritual shaping cultural life,0,0,1,1,2
ranikot,scenic natural attraction hiking ranikot located southeast bhaktapur hilltop viewpoint around meter famous panoramic sunrise sunset view kathmandu valley himalayan range including langtang gaurishankar everest clear day area dotted small temple homestays making growing destination,0,0,1,1,5
sirandada,rural village rural tourism hiking sirandada kavrepalanchok district scenic ridge settlement offering wide view himalaya known cultural blend tamang brahmin community buddhist monastery hindu shrine coexisting area also popular short trek camping,0,0,1,1,2
ghyampe danda,scenic natural attraction hiking ghyampe danda lie near bhaktapur hilltop viewpoint cultural significance home martyr memorial park statue commemorating nepal hero site also feature picnic spot panoramic view valley making popular weekend destination,0,0,1,1,5
nangkhel,rural village rural tourism hiking nangkhel bhaktapur district rural settlement surrounded terraced field known traditional newar culture temple seasonal jatras festival area increasingly connected urban bhaktapur,0,0,1,1,2
bhainsepati,urban urban modern attraction sightseeing bhainsepati lalitpur district rapidly growing residential area south kathmandu quiet village transformed modern suburb housing colony school hospital still retains pocket traditional newar culture alongside urban development,0,0,1,1,5
dhunkharka,rural village rural tourism hiking dhunkharka kavrepalanchok district hillside settlement population around early surrounded fertile valley known agriculture especially maize millet community culturally diverse hindu buddhist practice,0,0,1,1,7
tindhare jharana,waterfall natural attraction trekking tindhare jharana also called bahubali waterfall located kavrepalanchok district spectacular waterfall cascading cliff especially impressive monsoon site become popular tourist attraction drawing visitor photography short hike,0,0,1,1,5
patlekhet,rural village rural tourism hiking patlekhet kavrepalanchok rural settlement known organic farming part tourism initiative offering homestays experience sustainable agriculture area scenic view traditional village life,0,0,1,1,2
tinpiple,rural scenic natural attraction hiking tinpiple kavrepalanchok small settlement surrounded terraced field rural less documented like hill village reflects agricultural livelihood cultural tradition tied hinduism,0,0,1,1,2
dulalthok,rural village rural tourism hiking dulalthok kavrepalanchok district hillside settlement population around early known fertile land traditional house community primarily agricultural maize millet staple,0,0,1,1,7
